;Title, http://www.gcdataconcepts.com, HAM-IMU, MPU-9250,,,,,,,,,,,,
;Version,1191, Build date, Nov 15 2016,  SN:CCDC3016FE411C6,,,,,,,,,,,
385.043274,-1801,-46,-1060,-400,-93,-112,13530.337,8865.219,1049.954,2381.366,,,,,2007-01-06 01:35:19.559
385.063293,-2086,77,-209,189,809,183,13432.318,8991.426,1095.252,2441.914,-607,-615,-196,,2007-01-06 01:35:19.579
385.083313,-1523,342,-221,162,277,73,13426.951,9004.603,1052.547,2441.652,,,,,2007-01-06 01:35:19.599
385.103302,-2371,319,-473,-450,244,476,13398.015,9034.759,985.552,2516.034,,,,,2007-01-06 01:35:19.619
385.123382,-1761,87,-869,56,727,328,13361.11,9090.789,981.754,2511.95,,,,,2007-01-06 01:35:19.639
385.143341,-2414,363,42,-60,155,-2,13370.608,9078.802,973.451,2507.99,,,,,2007-01-06 01:35:19.659
385.16333,-1868,217,-1056,-183,-843,-128,13464.547,8958.976,959.584,2440.772,-608,-600,-215,34089,2007-01-06 01:35:19.679
385.183349,-1536,-76,-1351,-107,-547,-238,13501.249,8915.937,984.541,2385.046,,,,,2007-01-06 01:35:19.699
385.203369,-1643,-72,-713,58,-140,-559,13515.855,8890.765,1071.832,2358.511,,,,,2007-01-06 01:35:19.719
385.223388,-2019,175,-843,315,-21,-145,13559.672,8837.885,1032.868,2322.866,,,,,2007-01-06 01:35:19.739
385.243408,-2026,295,-820,-325,-395,-31,13561.517,8834.196,1029.427,2327.652,,,,,2007-01-06 01:35:19.759
385.263397,-2057,227,-647,100,43,74,13561.889,8830.56,1032.609,2337.847,-603,-607,-220,,2007-01-06 01:35:19.779
385.283417,-1599,261,-440,-71,-101,-78,13568.784,8825.004,1030.677,2319.601,,,,,2007-01-06 01:35:19.799
385.303436,-3759,-238,-2429,-112,-13,-118,13564.63,8835.149,1005.553,2316.301,,,,,2007-01-06 01:35:19.819
385.323456,-2719,-975,-1562,6,398,566,13523.959,8864.587,884.165,2485.017,,,,,2007-01-06 01:35:19.839
385.343445,-2651,-1208,2501,632,39,1744,13523.828,8789.425,869.366,2744.397,,,,,2007-01-06 01:35:19.859
385.363464,-2091,263,-635,942,330,926,13404.755,8944.015,921.337,2811.356,-607,-594,-223,,2007-01-06 01:35:19.879
385.383484,-2646,215,-1142,-242,693,145,13388.244,8992.087,885.822,2747.372,,,,,2007-01-06 01:35:19.899
385.403473,-1498,-176,-903,-477,157,-515,13398.663,9032.753,912.568,2547.125,,,,,2007-01-06 01:35:19.919
385.423492,-1765,342,-1382,-633,106,-1143,13398.645,9099.882,850.371,2319.647,,,,,2007-01-06 01:35:19.939
385.443512,-2022,573,-1474,-1183,-170,-839,13472.858,9026.249,810.384,2188.067,,,,,2007-01-06 01:35:19.960
385.463531,-1693,-33,-62,-445,-652,-379,13546.102,8910.594,754.841,2229.366,-599,-585,-231,,2007-01-06 01:35:19.980
385.483551,-2101,54,-113,387,-1193,946,13606.789,8749.738,725.72,2491.213,,,,,2007-01-06 01:35:20.000
385.503387,-2097,655,-766,834,-149,1229,13325.691,9093.416,892.004,2715.79,,,,,2007-01-06 01:35:20.019
385.523407,-1675,-817,208,1646,3530,735,12811.89,9708.112,1203.175,2931.861,,,,,2007-01-06 01:35:20.039
385.543396,-1306,-1834,208,2060,4774,815,12259.411,10267.004,1606.688,3185.819,,,,,2007-01-06 01:35:20.059
385.563446,-2275,-797,-843,2480,5091,157,11657.093,10829.273,2004.618,3354.988,-662,-630,-256,,2007-01-06 01:35:20.079
385.583435,-2750,196,-1487,2106,3922,34,11279.769,11108.061,2317.114,3527.632,,,,,2007-01-06 01:35:20.099
385.603454,-2789,-263,191,1666,2180,250,11034.761,11226.012,2607.932,3720.864,,,,,2007-01-06 01:35:20.119
385.623474,-2053,-1117,-693,1927,1371,-123,10555.742,11591.313,3129.349,3586.13,,,,,2007-01-06 01:35:20.139
385.643463,-60,-100,-306,563,6658,-3292,10105.932,12010.924,3496.842,3132.948,,,,,2007-01-06 01:35:20.159
385.663482,-3748,882,6165,-604,1850,-1243,10127.359,11913.291,3609.85,3303.712,-678,-624,-289,34099,2007-01-06 01:35:20.179
385.683502,-1147,54,593,3916,-154,18,9670.924,12251.572,3849.956,3159.978,,,,,2007-01-06 01:35:20.200
385.703491,-906,232,831,-215,584,-41,9894.955,12066.282,3687.434,3366.447,,,,,2007-01-06 01:35:20.219
385.723511,-3335,-1142,-1214,-308,-1418,1292,10007.939,12013.127,3357.762,3561.855,,,,,2007-01-06 01:35:20.240
385.74353,-3201,318,-337,-276,-1266,1210,10296.29,11769.609,3230.345,3669.199,,,,,2007-01-06 01:35:20.260
385.76355,-1884,-62,-746,-217,-1977,83,10482.042,11660.548,3031.088,3661.466,-652,-622,-4,,2007-01-06 01:35:20.280
385.783569,-2204,432,286,-470,-629,627,10464.128,11686.786,2934.203,3707.686,,,,,2007-01-06 01:35:20.300
385.803558,-1746,312,-159,-119,-104,725,10453.115,11697.774,2850.241,3769.087,,,,,2007-01-06 01:35:20.320
385.823578,-2507,441,-270,-10,-48,749,10411.197,11710.461,2754.369,3914.199,,,,,2007-01-06 01:35:20.340
385.843597,-1968,724,286,576,-57,1003,10336.995,11741.832,2751.021,4017.863,,,,,2007-01-06 01:35:20.360
385.863617,-2151,348,-164,78,451,105,10303.826,11782.588,2737.586,3992.849,-612,-691,156,,2007-01-06 01:35:20.380
385.883606,-2083,232,-183,-223,221,85,10287.94,11805.97,2740.764,3962.449,,,,,2007-01-06 01:35:20.400
385.903625,-2273,212,207,-156,99,-119,10351.725,11763.551,2732.295,3928.184,,,,,2007-01-06 01:35:20.420
385.923645,-2925,398,2,-72,-584,-206,10480.509,11635.434,2765.77,3944.811,,,,,2007-01-06 01:35:20.440
385.943664,-2356,299,-378,415,-1530,-607,10763.711,11361.72,2898.639,3884.22,,,,,2007-01-06 01:35:20.460
385.963653,-2323,196,40,105,-1431,-1802,10913.429,11220.456,3144.249,3680.7,-640,-660,101,,2007-01-06 01:35:20.480
385.983673,-1295,536,-12,282,-349,-2071,10979.081,11125.952,3386.387,3555.389,,,,,2007-01-06 01:35:20.500
386.003692,-1984,-298,-347,566,-22,-1320,10988.567,11075.132,3560.391,3514.526,,,,,2007-01-06 01:35:20.520
386.023712,-2869,-171,-224,447,-95,-806,11048.184,10979.588,3751.459,3427.575,,,,,2007-01-06 01:35:20.540
386.043701,-2023,-242,-187,449,-316,-1678,11169.376,10805.838,4075.687,3209.846,,,,,2007-01-06 01:35:20.560
386.06372,-1536,-50,773,489,-533,-2871,11338.022,10562.701,4445.296,2924.615,-642,-641,105,,2007-01-06 01:35:20.580
386.08374,-1533,150,-202,376,-1033,-2789,11502.84,10316.154,4717.412,2728.202,,,,,2007-01-06 01:35:20.600
386.103729,-401,-125,-362,397,-1107,-2377,11681.244,10051.297,4947.89,2544.363,,,,,2007-01-06 01:35:20.620
386.123749,-1647,-383,-617,82,-1372,-2307,11745.13,9939.727,5077.511,2430.646,,,,,2007-01-06 01:35:20.640
386.143768,-2917,-556,347,-121,-248,-917,11706.935,9932.934,5242.147,2289.06,,,,,2007-01-06 01:35:20.660
386.163788,-1857,-678,279,471,761,-1353,11608.938,9945.8,5514.051,2084.293,-628,-681,73,34085,2007-01-06 01:35:20.680
386.183807,-991,-502,121,607,1067,-1544,11514.123,9992.568,5668.069,1970.275,,,,,2007-01-06 01:35:20.700
386.203796,-1849,-678,147,309,709,-469,11444.366,10063.893,5702.093,1914.711,,,,,2007-01-06 01:35:20.720
386.223816,-2075,-708,-129,-86,427,-62,11433.313,10091.76,5692.62,1861.514,,,,,2007-01-06 01:35:20.740
386.243835,-1755,-581,167,-249,-81,-120,11464.676,10070.205,5687.195,1800.945,,,,,2007-01-06 01:35:20.760
386.263824,-2581,-1118,203,-331,-184,-353,11517.751,10020.339,5678.436,1767.766,-592,-749,70,,2007-01-06 01:35:20.780
386.283844,-2515,-1751,-121,-101,-278,-186,11559.109,9971.941,5686.663,1744.9,,,,,2007-01-06 01:35:20.800
386.303863,-2039,-600,-864,-213,-315,-417,11607.465,9841.908,5847.861,1625.285,,,,,2007-01-06 01:35:20.820
386.323883,-1549,-696,728,720,507,-1312,11383.326,9975.77,6051.725,1648.009,,,,,2007-01-06 01:35:20.840
386.343933,-1759,-899,287,456,-23,178,11486.388,9872.117,6017.384,1682.476,,,,,2007-01-06 01:35:20.860
386.363891,-2351,-769,-72,-442,-1493,-22,11678.582,9685.336,5925.301,1769.529,-547,-798,86,,2007-01-06 01:35:20.880
386.383911,-2095,-850,-377,-338,-1671,57,11828.793,9522.18,5870.325,1839.145,,,,,2007-01-06 01:35:20.900
386.4039,-2194,-835,-291,-74,-1038,-7,11933.015,9368.732,5874.515,1937.911,,,,,2007-01-06 01:35:20.920
386.423919,-2949,-1402,-1104,438,-1384,43,12052.809,9115.842,5964.445,2119.445,,,,,2007-01-06 01:35:20.940
386.443939,-1690,-1234,167,1137,-2132,-171,12269.13,8596.088,6194.439,2374.882,,,,,2007-01-06 01:35:20.960
386.463959,-3196,-660,101,1540,-3997,-1234,12633.932,8002.729,6217.239,2474.156,-537,-806,93,,2007-01-06 01:35:20.980
386.484039,-5959,-882,-4827,-442,-4139,-1274,13622.16,6419.776,5906.823,2601.413,,,,,2007-01-06 01:35:21.000
386.504028,943,-1919,-1092,-2567,-15679,-4422,14416.334,3531.868,6125.919,3256.342,,,,,2007-01-06 01:35:21.020
386.524048,-1118,-1149,-1445,2744,-5653,-568,14331.961,3230.263,6372.197,3462.776,,,,,2007-01-06 01:35:21.040
386.544067,-693,-1275,-1407,1588,-442,594,14254.86,3141.163,6566.789,3499.251,,,,,2007-01-06 01:35:21.060
386.564087,-1639,-594,-1524,966,116,-670,14266.278,3130.95,6639.675,3319.729,-523,-820,63,,2007-01-06 01:35:21.080
386.584076,-1648,-1617,-1299,-171,505,-809,14295.187,3099.714,6621.446,3260.562,,,,,2007-01-06 01:35:21.100
386.604095,-1255,-1631,-1722,204,-288,-234,14329.89,2990.002,6616.326,3220.839,,,,,2007-01-06 01:35:21.120
386.624115,-1374,-1239,-1520,-441,-588,-603,14423.803,2927.153,6491.68,3111.14,,,,,2007-01-06 01:35:21.140
386.644104,-1300,-1521,-1570,-970,-195,-734,14512.061,2866.008,6396.72,2950.168,,,,,2007-01-06 01:35:21.160
386.664154,-815,-981,-1847,-661,-14,-1105,14555.775,2890.522,6387.9,2721.113,-495,-832,-46,34085,2007-01-06 01:35:21.180
386.684143,-777,-922,-1276,-216,975,-1125,14563.22,3085.679,6371.192,2496.911,,,,,2007-01-06 01:35:21.200
386.704162,-1016,-1123,-1408,-1031,1606,-294,14561.73,3388.396,6282.09,2333.573,,,,,2007-01-06 01:35:21.220
386.724182,-1656,-590,-1639,-693,1961,-21,14505.509,3844.907,6220.656,2132.084,,,,,2007-01-06 01:35:21.240
386.744171,-1011,-1389,-1810,-700,3284,-197,14353.223,4338.345,6355.363,1791.24,,,,,2007-01-06 01:35:21.260
386.76419,-1979,-1275,-1728,1108,3583,-1140,14106.555,4738.322,6632.168,1732.97,-399,-875,-88,,2007-01-06 01:35:21.280
386.78421,-3655,-531,-2249,1383,2252,575,13929.358,4971.288,6804.622,1841.689,,,,,2007-01-06 01:35:21.300
386.804199,-1507,-498,1200,1454,747,1325,13623.597,4765.809,7520.519,1887.284,,,,,2007-01-06 01:35:21.320
386.824219,-2762,-738,1722,6397,-396,-5007,13375.739,4490.026,8116.318,1868.177,,,,,2007-01-06 01:35:21.340
386.844238,1123,-1179,-998,3200,-575,2105,13395.633,4417.92,8118.494,1887.981,,,,,2007-01-06 01:35:21.360
386.864258,-1351,-2443,-6,-604,-1148,-5563,13443.431,4325.96,8040.451,2084.899,-371,-873,-109,,2007-01-06 01:35:21.380
386.884247,-534,-1503,-671,1786,-1504,4788,13302.093,4287.082,8020.313,2963.993,,,,,2007-01-06 01:35:21.400
386.904266,-359,-1223,-371,1504,-2587,4266,13171.894,4252.233,7966.389,3659.479,,,,,2007-01-06 01:35:21.420
386.924286,-581,-1038,-843,1142,-1586,2956,13025.187,4275.308,7984.055,4093.477,,,,,2007-01-06 01:35:21.440
386.944305,-1425,-774,-1355,1098,-460,1904,12870.28,4346.44,8051.345,4367.564,,,,,2007-01-06 01:35:21.460
386.964325,-2340,-568,-1580,1015,12,1494,12738.479,4422.769,8034.274,4696.395,-418,-880,-50,,2007-01-06 01:35:21.480
386.984314,-2295,-706,-900,472,-802,2259,12634.317,4471.05,7810.307,5274.303,,,,,2007-01-06 01:35:21.500
387.004333,-2056,-801,-460,10,-2014,3682,12482.211,4519.454,7483.267,6017.064,,,,,2007-01-06 01:35:21.520
387.024353,-1936,-822,-588,116,-2182,4385,12242.359,4598.848,7161.311,6791.633,,,,,2007-01-06 01:35:21.540
387.044342,-2100,-759,-815,332,-1885,4681,11919.642,4697.536,6872.24,7554.007,,,,,2007-01-06 01:35:21.560
387.064361,-2215,-844,-1058,568,-1540,4758,11546.81,4809.263,6559.733,8303.462,-420,-882,23,,2007-01-06 01:35:21.580
387.084381,-2213,-684,-1109,551,-1675,4947,11143.297,4879.961,6168.043,9077.641,,,,,2007-01-06 01:35:21.600
387.1044,-1779,-584,-1104,389,-2160,5272,10702.14,4880.419,5678.835,9891.003,,,,,2007-01-06 01:35:21.620
387.124389,-1530,-381,-1134,499,-2864,5473,10235.65,4808.645,5112.134,10696.256,,,,,2007-01-06 01:35:21.640
387.144409,-1249,-210,-1299,463,-3006,5399,9748.021,4691.608,4556.47,11429.737,,,,,2007-01-06 01:35:21.660
387.164429,-980,-49,-1496,580,-2896,5046,9248.253,4552.214,4049.531,12074.1,-542,-813,27,34089,2007-01-06 01:35:21.680
387.184448,-878,209,-1882,705,-2612,4695,8764.392,4390.829,3566.464,12634.153,,,,,2007-01-06 01:35:21.700
387.204468,-801,312,-1898,608,-2621,4242,8322.398,4212.063,3038.756,13122.409,,,,,2007-01-06 01:35:21.720
387.224457,-694,444,-1764,434,-2920,3950,7926.256,3989.731,2541.985,13536.257,,,,,2007-01-06 01:35:21.740
387.244476,-598,507,-2023,742,-2650,3297,7563.637,3798.714,2135.486,13864.93,,,,,2007-01-06 01:35:21.760
387.264496,-500,537,-2062,495,-2016,2911,7232.553,3611.116,1781.589,14139.002,-669,-637,-33,,2007-01-06 01:35:21.780
387.284485,-244,639,-2196,617,-2031,2542,6941.861,3392.494,1421.148,14377.667,,,,,2007-01-06 01:35:21.800
387.304504,-131,676,-2182,648,-2084,2228,6695.166,3234.323,1093.695,14558.611,,,,,2007-01-06 01:35:21.821
387.324524,-205,756,-2288,142,-1565,1824,6503.086,3181.234,843.547,14673.564,,,,,2007-01-06 01:35:21.841
387.344513,-294,827,-2243,-245,-1007,1311,6359.991,3169.935,640.34,14748.811,,,,,2007-01-06 01:35:21.861
387.364532,-215,862,-2051,-259,-956,1042,6240.918,3127.189,427.168,14816.362,-634,-398,-156,,2007-01-06 01:35:21.881
387.384552,-205,843,-2161,-114,-1120,967,6130.471,3066.929,217.141,14879.501,,,,,2007-01-06 01:35:21.901
387.404571,-26,869,-2033,10,-1090,883,6031.006,2991.665,21.192,14936.93,,,,,2007-01-06 01:35:21.921
387.424591,-197,844,-2248,22,-1041,834,5940.47,2934.438,-153.825,14983.713,,,,,2007-01-06 01:35:21.941
387.44458,-25,705,-2051,-24,-918,697,5849.992,2876.163,-330.215,15027.697,,,,,2007-01-06 01:35:21.961
387.464599,308,793,-1987,-50,-907,800,5770.902,2796.615,-505.495,15068.362,-538,-279,-255,,2007-01-06 01:35:21.981
387.484619,208,722,-2016,132,-1091,396,5746.497,2728.194,-700.112,15082.44,,,,,2007-01-06 01:35:22.001
387.504608,304,741,-2010,-158,-1106,361,5747.878,2692.308,-872.848,15079.355,,,,,2007-01-06 01:35:22.021
387.524597,207,758,-1835,-144,-870,8,5785.201,2650.111,-1010.877,15063.928,,,,,2007-01-06 01:35:22.041
387.544616,237,733,-1858,-65,-882,-113,5806.996,2669.288,-1151.441,15042.051,,,,,2007-01-06 01:35:22.061
387.564697,-145,813,-1578,-470,-606,-12,5825.014,2729,-1226.497,15018.419,-470,-246,-273,,2007-01-06 01:35:22.081
387.584656,244,837,-1800,-439,-137,-157,5846.275,2784.302,-1242.18,14998.705,,,,,2007-01-06 01:35:22.101
387.604645,166,928,-1882,-271,-16,-117,5873.434,2830.697,-1273.553,14976.763,,,,,2007-01-06 01:35:22.121
387.624664,-34,912,-1612,-231,-150,-209,5914.341,2863.124,-1297.41,14952.433,,,,,2007-01-06 01:35:22.141
387.644684,441,936,-1913,-265,-35,-265,5955.564,2883.996,-1302.029,14931.643,,,,,2007-01-06 01:35:22.161
387.664673,476,945,-1993,14,-80,-271,6035.619,2866.315,-1303.298,14902.764,-429,-228,-309,34085,2007-01-06 01:35:22.181
387.684692,605,1013,-1995,240,-151,-566,6173.32,2803.061,-1301.639,14858.47,,,,,2007-01-06 01:35:22.201
387.704712,469,930,-2100,400,-320,-883,6333.03,2722.296,-1294.657,14806.794,,,,,2007-01-06 01:35:22.221
387.724731,567,885,-2354,507,-227,-956,6514.158,2647.94,-1254.142,14745.057,,,,,2007-01-06 01:35:22.241
387.74472,404,876,-2335,451,-81,-1170,6709.54,2609.46,-1214.582,14667.413,,,,,2007-01-06 01:35:22.261
387.76474,303,797,-2295,201,-105,-1224,6902.271,2598.83,-1211.154,14579.893,-404,-217,-305,,2007-01-06 01:35:22.281
387.784759,229,817,-2172,-23,-276,-1226,7113.098,2604.834,-1227.929,14475.714,,,,,2007-01-06 01:35:22.301
387.804748,86,808,-2139,-81,-266,-1390,7320.121,2613.603,-1223.014,14370.963,,,,,2007-01-06 01:35:22.321
387.824798,-37,793,-2166,-89,-121,-1276,7508.026,2654.358,-1207.985,14267.45,,,,,2007-01-06 01:35:22.341
387.844787,-77,810,-2093,-242,4,-1224,7688.805,2719.034,-1212.097,14158.227,,,,,2007-01-06 01:35:22.361
387.864807,-142,859,-1853,-419,-149,-1216,7880.052,2772.833,-1250.059,14038.837,-403,-218,-297,,2007-01-06 01:35:22.381
387.884826,-268,891,-1890,-374,-318,-1293,8080.532,2809.187,-1283.551,13914.072,,,,,2007-01-06 01:35:22.401
387.904815,-357,932,-1911,-246,-301,-1314,8273.672,2835.839,-1313.13,13791.863,,,,,2007-01-06 01:35:22.421
387.924835,-306,942,-1809,-262,-356,-1217,8446.958,2854.657,-1373.656,13676.561,,,,,2007-01-06 01:35:22.441
387.944855,-137,1034,-1530,-308,-556,-1046,8611.46,2838.57,-1462.713,13567.652,,,,,2007-01-06 01:35:22.461
387.964874,81,1040,-1348,-144,-784,-982,8773.592,2791.172,-1562.889,13462.03,-418,-258,-328,,2007-01-06 01:35:22.481
387.984863,202,1008,-1341,-25,-856,-966,8959.445,2697.926,-1643.144,13348.597,,,,,2007-01-06 01:35:22.501
388.004883,267,1013,-1485,322,-941,-1195,9188.81,2539.673,-1714.747,13214.042,,,,,2007-01-06 01:35:22.521
388.024902,268,1000,-1558,658,-1211,-1421,9449.544,2331.754,-1781.674,13058.718,,,,,2007-01-06 01:35:22.541
388.044922,223,941,-1492,831,-1291,-1595,9723.892,2119.991,-1818.687,12887.179,,,,,2007-01-06 01:35:22.561
388.064911,239,829,-1573,955,-1120,-1687,10001.141,1900.433,-1813.642,12708.724,-449,-269,-328,,2007-01-06 01:35:22.581
388.08493,241,767,-1731,1141,-1020,-1748,10289.961,1650.093,-1790.703,12514.899,,,,,2007-01-06 01:35:22.601
388.10495,-31,760,-2032,1320,-1137,-1877,10594.671,1370.863,-1761.545,12296.587,,,,,2007-01-06 01:35:22.621
388.124969,-151,746,-1971,1477,-1220,-2016,10887.055,1073.96,-1740.127,12071.704,,,,,2007-01-06 01:35:22.641
388.144958,-19,593,-1988,1392,-1311,-1784,11122.417,774.605,-1736.655,11879.027,,,,,2007-01-06 01:35:22.661
388.164978,-701,-13,2787,1351,-1366,-1421,11324.195,633.839,-1825.263,11681.811,-443,-292,-341,34060,2007-01-06 01:35:22.681
388.184997,400,467,-2340,-2782,-171,-1718,11556.637,537.655,-2035.871,11421.284,,,,,2007-01-06 01:35:22.701
388.205017,421,340,-2035,605,-1156,-1541,11763.925,273.845,-2127.795,11200.134,,,,,2007-01-06 01:35:22.721
388.225006,639,522,-2362,988,-1826,-1230,11915.034,-7.003,-2201.495,11028.18,,,,,2007-01-06 01:35:22.741
388.245025,-602,773,-3022,694,-1572,-1485,12123.887,-243.229,-2336.607,10766.982,,,,,2007-01-06 01:35:22.761
388.265045,651,394,-1931,63,-2675,-1957,12318.937,-681.079,-2652.811,10448.825,-433,-360,-391,,2007-01-06 01:35:22.781
388.285064,774,431,-2216,542,-3287,-1054,12401.964,-1113.92,-2942.936,10233.524,,,,,2007-01-06 01:35:22.801
388.305054,859,446,-1896,777,-3253,-940,12435.475,-1646.123,-3241.381,10028.864,,,,,2007-01-06 01:35:22.821
388.325073,1191,369,-2301,347,-3636,-335,12374.417,-2112.851,-3644.698,9877.311,,,,,2007-01-06 01:35:22.841
388.345093,699,415,-1923,-194,-3686,-79,12322.695,-2495.579,-3949.871,9734.332,,,,,2007-01-06 01:35:22.861
388.365082,751,822,-2162,21,-2377,-315,12349.341,-2721.413,-4076.338,9586.792,-390,-442,-444,,2007-01-06 01:35:22.881
388.385101,947,388,-1697,722,-1322,-594,12420.547,-3033.759,-4018.259,9424.19,,,,,2007-01-06 01:35:22.901
388.405121,785,645,-1606,1880,-1441,-209,12484.423,-3376.386,-3916.594,9264.714,,,,,2007-01-06 01:35:22.921
388.42514,1310,1032,-2229,1802,-1179,-553,12612.666,-3648.64,-3871.194,9003.187,,,,,2007-01-06 01:35:22.941
388.44516,1875,615,-4590,1387,-1569,-1367,12537.353,-4607.329,-4318.707,8448.16,,,,,2007-01-06 01:35:22.961
388.465179,1391,220,971,1196,-9091,-1528,12748.942,-5106.101,-3938.401,8019.766,-273,-491,-489,,2007-01-06 01:35:22.981
388.485168,1405,0,-1247,5138,502,-339,12854.619,-5298.141,-3729.543,7823.964,,,,,2007-01-06 01:35:23.001
388.505188,1605,-255,-1540,1999,-295,-929,12977.964,-5443.491,-3637.075,7559.628,,,,,2007-01-06 01:35:23.021
388.525207,2026,92,-2015,1134,-783,-1368,13070.596,-5628.873,-3683.388,7234.873,,,,,2007-01-06 01:35:23.041
388.545196,3335,-230,-1455,1069,-1456,-1610,13036.846,-6119.675,-3697.912,6881.213,,,,,2007-01-06 01:35:23.061
388.565216,2182,-270,-1944,2534,-4108,-39,12665.281,-6981.629,-3752.394,6723.279,-128,-520,-469,,2007-01-06 01:35:23.081
388.585235,1860,-197,-2043,688,-5051,1088,12221.03,-7771.055,-3852.951,6621.731,,,,,2007-01-06 01:35:23.101
388.605255,1807,-67,-1212,1135,-5258,1604,11585.049,-8785.225,-4007.651,6401.608,,,,,2007-01-06 01:35:23.121
388.625244,1903,204,-1461,1480,-7473,1569,10560.969,-10151.12,-4270.857,5967.884,,,,,2007-01-06 01:35:23.141
388.645263,-81,-1167,425,2458,-12483,1947,8631.894,-12113.03,-4521.531,5172.546,,,,,2007-01-06 01:35:23.161
388.665283,1084,-1229,900,3568,-16477,3223,7613.434,-13007.66,-4563.951,4521.304,9,-594,-396,34095,2007-01-06 01:35:23.181
388.685303,936,-1378,582,1790,-1631,107,7729.194,-13024.915,-4552.512,4280.327,,,,,2007-01-06 01:35:23.201
388.705292,1229,-663,628,1471,-430,-1412,7710.045,-13091.743,-4815.131,3796.238,,,,,2007-01-06 01:35:23.221
388.725311,3405,-324,230,1711,-2244,-2939,7494.051,-13211.728,-5270.989,3153.022,,,,,2007-01-06 01:35:23.241
388.745331,2322,394,990,1342,-3480,-3364,7104.469,-13461.117,-5449.045,2658.605,,,,,2007-01-06 01:35:23.261
388.76535,1607,-11,1966,1408,-3500,220,6723.007,-13750.712,-5322.925,2412.676,119,-630,-258,,2007-01-06 01:35:23.281
388.785431,1477,-315,2138,532,-2676,950,6204.988,-13986.189,-5340.042,2409.149,,,,,2007-01-06 01:35:23.301
388.805359,737,-313,1807,-1850,-3647,529,5204.382,-14202.215,-5705.137,2664.267,,,,,2007-01-06 01:35:23.321
388.825378,2382,-244,-295,-4671,-5864,-389,4069.015,-14282.08,-6296.68,2872.726,,,,,2007-01-06 01:35:23.341
388.845367,1179,-164,1393,-2951,-5130,-1789,3744.992,-14352.61,-6428.393,2662.483,,,,,2007-01-06 01:35:23.361
388.865387,1535,32,1563,1585,-779,599,3680.654,-14466.665,-6333.131,2344.201,147,-678,143,,2007-01-06 01:35:23.381
388.885406,1406,-97,1955,1667,-1535,171,3731.065,-14550.822,-6227.549,2001.447,,,,,2007-01-06 01:35:23.401
388.905426,1386,48,1055,2108,136,363,3892.142,-14608.216,-6055.083,1795.171,,,,,2007-01-06 01:35:23.421
388.925445,938,-237,1477,1441,398,801,4123.068,-14694.033,-5759.853,1531.416,,,,,2007-01-06 01:35:23.441
388.945434,1323,50,1719,2864,852,1195,4545.284,-14699.98,-5508.443,1159.081,,,,,2007-01-06 01:35:23.461
388.965454,1319,246,1421,3140,2115,154,5242.312,-14552.316,-5344.218,789.321,101,-598,258,,2007-01-06 01:35:23.481
388.985473,1472,509,657,3697,3764,-756,6162.817,-14218.121,-5310.41,315.706,,,,,2007-01-06 01:35:23.501
389.005493,1235,556,368,4540,4968,-1924,7357.248,-13692.416,-5169.624,-314.628,,,,,2007-01-06 01:35:23.521
389.025482,731,1236,-45,6181,6440,-1701,8680.593,-12908.915,-5025.303,-1090.337,,,,,2007-01-06 01:35:23.541
389.045502,818,1864,-514,6642,7172,-3556,9891.546,-11779.919,-5186.765,-2218.89,,,,,2007-01-06 01:35:23.562
389.065521,559,2075,-361,7589,6882,-6836,10839.169,-10340.159,-5493.39,-3721.733,31,-623,337,,2007-01-06 01:35:23.582
389.085541,1288,2366,-301,7783,5714,-9088,11119.232,-9112.034,-5843.672,-5255.503,,,,,2007-01-06 01:35:23.602
389.10553,1910,2496,-362,5313,1813,-8804,10950.082,-8293.245,-6128.375,-6495.861,,,,,2007-01-06 01:35:23.622
389.125549,1240,2193,-513,3346,417,-6947,10759.094,-7738.976,-6297.942,-7288.449,,,,,2007-01-06 01:35:23.642
389.145569,623,1884,-926,2017,-289,-4064,10565.978,-7563.674,-6307.181,-7733.423,,,,,2007-01-06 01:35:23.662
389.165558,118,1750,-1210,739,-814,-1947,10417.872,-7456.174,-6301.227,-8037.623,86,-526,314,34080,2007-01-06 01:35:23.682
389.185577,116,2033,-1145,1050,-543,-1926,10318.099,-7150.426,-6294.411,-8439.435,,,,,2007-01-06 01:35:23.702
389.205597,213,2102,-897,2019,95,-2623,10205.632,-6721.621,-6283.903,-8922.604,,,,,2007-01-06 01:35:23.722
389.225616,569,1975,-943,2276,243,-3197,10052.219,-6313.123,-6309.732,-9365.9,,,,,2007-01-06 01:35:23.742
389.245636,-43,1910,-1325,1569,158,-2664,9953.438,-6054.482,-6323.195,-9629.379,,,,,2007-01-06 01:35:23.762
389.265655,-92,1939,-1297,1003,142,-1526,9877.955,-5825.696,-6283.666,-9871.081,126,-211,-7,,2007-01-06 01:35:23.782
389.285644,68,1866,-1169,1476,-125,-1583,9815.956,-5567.757,-6194.032,-10134.914,,,,,2007-01-06 01:35:23.802
389.305664,23,1791,-1268,1533,-111,-1371,9779.158,-5383.035,-6102.861,-10323.833,,,,,2007-01-06 01:35:23.822
389.325683,-151,1636,-1390,1090,-194,-805,9765.483,-5237.087,-6025.791,-10456.268,,,,,2007-01-06 01:35:23.842
389.345703,-286,1589,-1531,1006,14,-681,9755.333,-5061.074,-5959.971,-10589.295,,,,,2007-01-06 01:35:23.862
