;Title, http://www.gcdataconcepts.com, HAM-IMU, MPU-9250,,,,,,,,,,,,
;Version,1191, Build date, Nov 15 2016,  SN:CCDC30161C28AA2,,,,,,,,,,,
8.678376,-617,2064,582,853,-237,356,10534.887,1226.348,-12324.039,-2016.359,354,287,326,,2018-06-16 11:44:59.960
8.698334,-659,2100,579,745,-427,187,10608.358,1147.691,-12258.432,-2076.496,,,,,2018-06-16 11:44:59.980
8.718384,-554,2029,818,352,-669,143,10633.65,1067.415,-12233.599,-2135.558,,,,,2018-06-16 11:45:00.000
8.738343,-538,2073,360,18,-470,139,10607.946,991.499,-12253.159,-2187.22,,,,,2018-06-16 11:45:00.020
8.758301,-346,2008,677,-378,-504,79,10555.38,918.365,-12292.069,-2254.111,,,,,2018-06-16 11:45:00.040
8.77829,-690,1866,533,-451,-484,13,10503.382,866.488,-12328.509,-2317.64,358,289,318,,2018-06-16 11:45:00.060
8.798279,-902,1802,244,-427,-432,-30,10451.09,818.322,-12362.999,-2386.79,,,,,2018-06-16 11:45:00.080
8.818268,-811,1798,169,-305,-435,-109,10414.837,773.253,-12377.637,-2482.499,,,,,2018-06-16 11:45:00.100
8.838257,-770,1814,108,-256,-598,-177,10387.01,728.204,-12380.084,-2597.825,,,,,2018-06-16 11:45:00.120
8.858246,-806,1953,182,-197,-660,-232,10382.746,713.41,-12357.832,-2721.954,,,,,2018-06-16 11:45:00.140
8.878235,-737,1937,170,155,-534,-521,10389.636,762.394,-12318.731,-2856.312,371,285,308,,2018-06-16 11:45:00.160
8.898224,-708,1953,82,155,-421,-805,10401.099,827.477,-12274.136,-2985.535,,,,,2018-06-16 11:45:00.180
8.918213,-740,1996,168,297,-288,-742,10434.899,909.816,-12217.462,-3074.764,,,,,2018-06-16 11:45:00.200
8.938202,-808,1943,150,431,-129,-566,10490.792,976.78,-12151.776,-3123.932,,,,,2018-06-16 11:45:00.220
8.958191,-876,1908,206,629,-22,-340,10584.159,1026.335,-12062.361,-3139.599,,,,,2018-06-16 11:45:00.240
8.97818,-978,1853,116,840,-3,-129,10683.932,1071.867,-11968.739,-3144.745,371,287,305,,2018-06-16 11:45:00.260
8.998169,-1028,1833,5,784,19,-164,10762.604,1140.491,-11886.506,-3164.182,,,,,2018-06-16 11:45:00.280
9.018158,-1012,1839,-21,656,104,-389,10813.169,1242.886,-11822.209,-3193.967,,,,,2018-06-16 11:45:00.300
9.038147,-1040,1823,86,516,205,-550,10852.744,1370.211,-11762.566,-3227.684,,,,,2018-06-16 11:45:00.320
9.058136,-1046,1791,93,469,297,-649,10878.85,1496.382,-11714.068,-3259.983,371,287,305,35136,2018-06-16 11:45:00.340
9.078125,-1144,1726,257,415,246,-607,10898.07,1613.822,-11670.649,-3295.303,348,289,295,,2018-06-16 11:45:00.360
9.098114,-1115,1830,21,293,258,-606,10899.234,1741.032,-11646.604,-3311.727,,,,,2018-06-16 11:45:00.380
9.118103,-1127,1903,-45,287,418,-563,10898.914,1882.833,-11626.136,-3307.116,,,,,2018-06-16 11:45:00.400
9.138092,-1053,1772,150,141,608,-552,10878.809,2006.296,-11629.771,-3287.882,,,,,2018-06-16 11:45:00.420
9.158081,-1051,1762,243,17,512,-442,10843.828,2101.125,-11646.305,-3285.679,,,,,2018-06-16 11:45:00.440
9.178131,-1043,1718,35,-191,328,-367,10785.469,2145.725,-11688.086,-3300.546,348,286,276,,2018-06-16 11:45:00.460
9.198059,-1041,1722,54,-424,129,-225,10724.055,2172.489,-11740.959,-3295.489,,,,,2018-06-16 11:45:00.480
9.218048,-1060,1756,169,-445,241,-73,10654.402,2188.751,-11803.732,-3286.397,,,,,2018-06-16 11:45:00.500
9.238037,-1065,1692,242,-495,204,-71,10594.446,2206.624,-11851.024,-3298.059,,,,,2018-06-16 11:45:00.520
9.258026,-1034,1634,252,-370,52,-203,10540.461,2209.355,-11884.025,-3350.045,,,,,2018-06-16 11:45:00.540
9.278015,-1047,1614,254,-391,-240,-222,10495.643,2167.28,-11910.842,-3422.227,316,287,263,,2018-06-16 11:45:00.560
9.298004,-1063,1654,204,-398,-457,-43,10460.677,2096.099,-11935.968,-3485.5,,,,,2018-06-16 11:45:00.580
9.317993,-1063,1803,178,-335,-457,77,10437.235,2028.641,-11952.667,-3538.067,,,,,2018-06-16 11:45:00.600
9.337982,-1041,1801,298,-262,-425,70,10410.385,1964.365,-11969.487,-3596.105,,,,,2018-06-16 11:45:00.620
9.357972,-1048,1856,202,-333,-474,18,10372.544,1891.119,-11991.487,-3670.65,,,,,2018-06-16 11:45:00.640
9.377961,-1013,1883,206,-396,-550,20,10327.96,1803.705,-12021.572,-3741.274,317,269,285,,2018-06-16 11:45:00.660
9.39795,-1027,1939,264,-519,-537,97,10266.068,1709.282,-12067.117,-3808.716,,,,,2018-06-16 11:45:00.680
9.417939,-1029,1945,288,-624,-518,93,10192.815,1618.446,-12121.03,-3873.397,,,,,2018-06-16 11:45:00.700
9.437897,-1008,1955,208,-692,-460,86,10111.279,1530.305,-12184.7,-3922.847,,,,,2018-06-16 11:45:00.720
9.457886,-1004,2018,217,-715,-329,143,10047.124,1457.387,-12238.672,-3947.36,,,,,2018-06-16 11:45:00.740
9.477906,-1018,2028,291,-481,-218,163,10010.163,1397.656,-12270.442,-3964.2,311,273,294,,2018-06-16 11:45:00.760
9.497895,-998,2084,276,-299,-228,161,10004.849,1340.169,-12277.074,-3976.912,,,,,2018-06-16 11:45:00.780
9.517884,-949,2116,239,-33,-259,214,10035.543,1277.793,-12255.576,-3986.401,,,,,2018-06-16 11:45:00.800
9.537873,-848,2112,210,189,-326,291,10092.592,1207.139,-12214.436,-3990.663,,,,,2018-06-16 11:45:00.820
9.557862,-875,2158,118,335,-362,373,10166.793,1138.722,-12159.928,-3988.886,311,273,294,35111,2018-06-16 11:45:00.840
9.57782,-859,2030,217,425,-307,360,10231.83,1089.221,-12112.116,-3981.875,314,279,311,,2018-06-16 11:45:00.860
9.59784,-836,1975,205,372,-211,253,10293.018,1056.493,-12062.799,-3982.701,,,,,2018-06-16 11:45:00.880
9.617798,-796,2087,282,380,-227,185,10353.955,1009.818,-12013.888,-3984.697,,,,,2018-06-16 11:45:00.900
9.637818,-743,2086,194,354,-303,309,10422.339,933.71,-11961.187,-3983.525,,,,,2018-06-16 11:45:00.920
9.657776,-695,2041,187,403,-414,432,10502.074,859.553,-11901.19,-3970.481,,,,,2018-06-16 11:45:00.940
9.677765,-676,1996,202,476,-226,422,10587.705,828.928,-11837.556,-3939.68,318,287,324,,2018-06-16 11:45:00.960
9.697785,-683,1969,124,613,-56,271,10679.791,814.413,-11765.225,-3910.717,,,,,2018-06-16 11:45:00.980
9.717896,-659,2027,43,648,-83,296,10780.526,777.906,-11689.204,-3869.504,,,,,2018-06-16 11:45:01.000
9.737702,-623,2062,34,665,-98,482,10886.173,738.381,-11616.774,-3798.95,,,,,2018-06-16 11:45:01.020
9.757721,-575,2046,64,659,99,559,10979.796,721.781,-11562.047,-3698.325,,,,,2018-06-16 11:45:01.040
9.77771,-574,2014,29,547,315,550,11053.781,702.867,-11529.885,-3580.094,341,289,314,,2018-06-16 11:45:01.060
9.797699,-580,2025,14,347,337,661,11107.922,654.686,-11518.859,-3454.963,,,,,2018-06-16 11:45:01.080
9.817688,-565,2055,-35,178,255,768,11148.884,588.879,-11517.592,-3337.082,,,,,2018-06-16 11:45:01.100
9.837677,-555,2044,-25,99,187,749,11187.268,528.431,-11513.701,-3230.466,,,,,2018-06-16 11:45:01.120
9.857636,-594,2083,-20,150,183,660,11237.766,482.179,-11493.506,-3132.868,,,,,2018-06-16 11:45:01.140
9.877625,-641,2119,-107,310,170,592,11305.086,441.761,-11450.597,-3052.726,348,296,274,,2018-06-16 11:45:01.160
9.897614,-636,2121,-231,462,45,509,11386.374,401.889,-11385.326,-2999.794,,,,,2018-06-16 11:45:01.180
9.917603,-932,2141,-192,592,-61,406,11474.614,367.913,-11306.196,-2967.024,,,,,2018-06-16 11:45:01.200
9.937592,-736,2102,-272,633,-91,353,11559.452,348.513,-11228.005,-2936.826,,,,,2018-06-16 11:45:01.220
9.957581,-704,2107,-335,610,-6,257,11631.711,342.826,-11161.528,-2905.427,,,,,2018-06-16 11:45:01.240
9.97757,-585,2046,-258,492,72,227,11678.718,328.474,-11124.46,-2860.327,371,297,275,,2018-06-16 11:45:01.260
9.997559,-551,2046,-207,264,77,306,11722.659,315.766,-11090.974,-2811.633,,,,,2018-06-16 11:45:01.280
10.017548,-495,2084,-224,307,132,265,11767.224,322.052,-11056.686,-2759.321,,,,,2018-06-16 11:45:01.300
10.037537,-472,2120,-211,337,231,224,11812.773,328.519,-11023.83,-2694.639,,,,,2018-06-16 11:45:01.320
10.057526,-428,2112,-169,315,232,329,11863.243,314.938,-10987.973,-2619.951,371,297,275,35115,2018-06-16 11:45:01.340
10.077515,-421,2147,-241,350,174,422,11915.926,301.025,-10947.417,-2551.388,391,302,256,,2018-06-16 11:45:01.360
10.097504,-386,2134,-269,392,157,329,11969.414,303.822,-10900.693,-2500.23,,,,,2018-06-16 11:45:01.380
10.117493,-366,2073,-277,394,159,198,12018.545,316.344,-10854.295,-2464.594,,,,,2018-06-16 11:45:01.399
10.137482,-367,2000,-316,399,135,99,12064.14,334.055,-10808.317,-2441.443,,,,,2018-06-16 11:45:01.419
10.157471,-358,1960,-335,370,102,39,12104.978,346.894,-10766.053,-2424.193,,,,,2018-06-16 11:45:01.439
10.177491,-366,1950,-385,344,67,64,12151.84,357.888,-10717.867,-2401.551,395,297,235,,2018-06-16 11:45:01.459
10.197449,-392,1909,-403,419,106,88,12207.551,380.557,-10659.589,-2374.756,,,,,2018-06-16 11:45:01.479
10.217438,-431,1904,-417,503,165,51,12268.514,414.091,-10594.656,-2345.376,,,,,2018-06-16 11:45:01.499
10.237427,-424,1933,-475,543,213,37,12328.655,459.985,-10530.344,-2310.837,,,,,2018-06-16 11:45:01.519
10.257416,-464,1912,-496,528,299,0,12381.967,523.988,-10472.619,-2274.206,,,,,2018-06-16 11:45:01.539
10.277405,-460,1878,-518,469,394,-84,12424.024,612.695,-10425.289,-2239.868,423,303,229,,2018-06-16 11:45:01.559
10.297394,-465,1870,-547,410,512,-197,12455.214,728.481,-10388.178,-2204.123,,,,,2018-06-16 11:45:01.579
10.317383,-439,1812,-553,341,647,-273,12475.55,859.901,-10363.645,-2156.738,,,,,2018-06-16 11:45:01.599
10.337372,-444,1807,-444,251,767,-244,12488.158,998.4,-10350.837,-2084.394,,,,,2018-06-16 11:45:01.619
10.357361,-399,1789,-523,203,907,-142,12485.092,1142.254,-10358.762,-1987.259,,,,,2018-06-16 11:45:01.639
10.37735,-384,1816,-459,39,1053,-73,12472.373,1297.002,-10378.691,-1864.374,414,306,206,,2018-06-16 11:45:01.659
10.3974,-387,1848,-429,-5,1184,-10,12453.461,1454.587,-10404.284,-1726.791,,,,,2018-06-16 11:45:01.679
10.417328,-402,1844,-422,-18,1220,41,12435.866,1609.402,-10425.815,-1580.151,,,,,2018-06-16 11:45:01.699
10.437317,-459,1860,-434,25,1237,78,12424.458,1763.809,-10436.111,-1429.981,,,,,2018-06-16 11:45:01.719
10.457306,-531,1888,-449,112,1229,92,12421.356,1912.146,-10433.873,-1274.106,,,,,2018-06-16 11:45:01.739
10.477295,-576,1880,-424,196,1212,152,12427.049,2054.937,-10418.72,-1109.686,406,298,187,,2018-06-16 11:45:01.759
10.497284,-583,1897,-410,278,1208,201,12435.378,2193.307,-10397.278,-939.581,,,,,2018-06-16 11:45:01.779
10.517243,-587,1947,-390,304,1209,238,12441.532,2324.334,-10375.868,-763.245,,,,,2018-06-16 11:45:01.799
10.537262,-556,1954,-400,280,1190,302,12444.46,2445.987,-10355.844,-586.933,,,,,2018-06-16 11:45:01.819
10.557221,-562,1919,-388,264,1143,304,12445.697,2567.208,-10332.864,-425.944,406,298,187,35089,2018-06-16 11:45:01.839
10.57724,-553,1859,-414,268,1085,190,12448.716,2697.76,-10300.479,-295.178,397,301,183,,2018-06-16 11:45:01.859
10.597229,-581,1846,-391,301,999,-9,12458.225,2833.236,-10254.83,-198.277,,,,,2018-06-16 11:45:01.879
10.617218,-554,1864,-444,349,877,-151,12473.012,2962.876,-10201.256,-123.031,,,,,2018-06-16 11:45:01.899
10.637207,-538,1879,-441,373,792,-197,12487.981,3084.659,-10147.322,-49.974,,,,,2018-06-16 11:45:01.919
10.657166,-549,1858,-423,357,768,-162,12504.838,3200.457,-10090.627,27.899,,,,,2018-06-16 11:45:01.939
10.677155,-521,1977,-530,356,738,-121,12508.277,3305.356,-10051.972,104.575,374,295,182,,2018-06-16 11:45:01.959
10.697144,-419,2000,-499,247,719,-60,12507.246,3405.689,-10018.42,191.802,,,,,2018-06-16 11:45:01.979
10.717194,-346,2043,-424,207,782,2,12496.405,3511.41,-9993,291.97,,,,,2018-06-16 11:45:01.999
10.737183,-337,2014,-387,181,861,44,12480.591,3617.331,-9970.963,406.299,,,,,2018-06-16 11:45:02.019
10.757172,-386,1966,-345,156,888,117,12461.905,3718.72,-9951.639,521.89,,,,,2018-06-16 11:45:02.039
10.77713,-460,1901,-324,148,868,97,12443.346,3828.438,-9927.464,622.169,377,291,176,,2018-06-16 11:45:02.059
10.797119,-528,1883,-300,145,852,-44,12426.484,3954.315,-9893.803,702.836,,,,,2018-06-16 11:45:02.079
10.817139,-590,1820,-239,194,880,-181,12412.338,4102.934,-9844.866,783.482,,,,,2018-06-16 11:45:02.099
10.837097,-689,1757,-192,273,999,-255,12403.442,4261.683,-9781.301,868.474,,,,,2018-06-16 11:45:02.119
10.857086,-723,1783,-223,363,998,-262,12405.384,4404.997,-9706.829,956.746,,,,,2018-06-16 11:45:02.139
10.877106,-734,1830,-228,450,906,-183,12418.319,4527.651,-9623.784,1050.687,363,284,164,,2018-06-16 11:45:02.159
10.897065,-743,1860,-205,553,834,-120,12440.321,4641.09,-9529.521,1149.941,,,,,2018-06-16 11:45:02.179
10.917084,-762,1923,-267,618,821,-94,12461.486,4746.53,-9436.108,1255.831,,,,,2018-06-16 11:45:02.199
10.937043,-769,1974,-324,605,815,-19,12475.998,4845.881,-9349.409,1375.095,,,,,2018-06-16 11:45:02.219
10.957032,-760,2015,-382,574,862,67,12481.396,4954.212,-9264.641,1507.444,,,,,2018-06-16 11:45:02.239
10.977021,-700,2025,-383,548,986,80,12476.291,5071.153,-9183.418,1651.005,368,281,166,,2018-06-16 11:45:02.259
10.99701,-723,2002,-410,506,1041,137,12460.508,5178.727,-9115.41,1805.892,,,,,2018-06-16 11:45:02.279
11.016999,-691,1981,-427,428,1032,260,12433.908,5277.187,-9061.658,1967.488,,,,,2018-06-16 11:45:02.299
11.037018,-691,1918,-483,354,1024,320,12401.255,5375.794,-9013.761,2120.667,,,,,2018-06-16 11:45:02.319
11.056977,-742,1880,-489,301,994,256,12370.239,5472.124,-8965.623,2255.233,368,281,166,35111,2018-06-16 11:45:02.339
11.076966,-738,1863,-523,284,914,187,12344.75,5565.459,-8910.619,2380.993,347,285,149,,2018-06-16 11:45:02.359
11.096955,-790,1897,-540,352,877,159,12332.106,5651.268,-8839.382,2506.608,,,,,2018-06-16 11:45:02.379
11.116944,-889,1899,-528,495,833,150,12337.32,5726.453,-8744.692,2638.952,,,,,2018-06-16 11:45:02.399
11.136933,-891,1878,-575,683,797,136,12352.613,5804.395,-8628.954,2774.624,,,,,2018-06-16 11:45:02.419
11.156922,-753,1969,-537,757,871,104,12360.597,5891.344,-8505.109,2933.642,,,,,2018-06-16 11:45:02.439
11.176911,-605,2360,-553,828,1020,236,12345.978,5971.887,-8390.582,3153.877,326,274,141,,2018-06-16 11:45:02.459
11.1969,-385,2415,-513,806,1200,622,12330.168,6028.114,-8273.118,3408.773,,,,,2018-06-16 11:45:02.479
11.216889,-248,2392,-513,1015,1102,707,12323.809,6065.752,-8145.859,3662.074,,,,,2018-06-16 11:45:02.499
11.236878,-348,2047,-463,1000,1052,694,12312.724,6111.429,-8021.126,3891.56,,,,,2018-06-16 11:45:02.519
11.256867,-353,1899,-459,852,1025,464,12287.444,6197.56,-7909.203,4060.654,,,,,2018-06-16 11:45:02.539
11.276856,-361,1851,-366,555,1074,198,12233.6,6313.765,-7825.929,4203.055,325,271,132,,2018-06-16 11:45:02.559
11.296845,-373,1908,-295,234,1155,150,12157.092,6441.909,-7768.026,4335.912,,,,,2018-06-16 11:45:02.579
11.316834,-362,1946,-177,112,1190,236,12056.888,6570.258,-7733.918,4481.64,,,,,2018-06-16 11:45:02.599
11.336823,-364,1919,-193,-11,1205,364,11959.647,6687.246,-7698.571,4627.635,,,,,2018-06-16 11:45:02.619
11.356842,-399,1935,-259,77,1142,349,11869.526,6799.369,-7656.45,4764.151,,,,,2018-06-16 11:45:02.639
11.376801,-403,1948,-304,97,1090,265,11790.969,6908.026,-7603.446,4886.231,335,263,123,,2018-06-16 11:45:02.659
11.39679,-387,1982,-440,145,1036,174,11724.725,7015.895,-7530.687,5003.22,,,,,2018-06-16 11:45:02.679
11.416779,-374,1916,-488,276,1057,93,11661.361,7130.53,-7437.168,5127.589,,,,,2018-06-16 11:45:02.699
11.436768,-406,1788,-398,335,1157,79,11585.412,7254.742,-7343.183,5259.281,,,,,2018-06-16 11:45:02.719
11.456726,-501,1663,-323,245,1229,123,11488.787,7386.673,-7276.364,5379.107,,,,,2018-06-16 11:45:02.739
11.476746,-576,1569,-293,-30,1193,148,11372.315,7525.177,-7253.812,5464.411,326,257,122,,2018-06-16 11:45:02.759
11.496735,-690,1624,-327,-367,1063,139,11246.329,7665.504,-7266.453,5513.094,,,,,2018-06-16 11:45:02.779
11.516724,-777,1719,-425,-573,951,95,11122.301,7805.292,-7287.323,5540.954,,,,,2018-06-16 11:45:02.799
11.536682,-879,1864,-296,-608,867,25,11015.152,7938.569,-7292.08,5559.365,,,,,2018-06-16 11:45:02.819
11.556702,-922,1916,-329,-367,845,-88,10946.86,8046.523,-7253.857,5588.982,326,257,122,35111,2018-06-16 11:45:02.839
11.57666,-998,2007,-357,-48,696,-174,10920.771,8130.29,-7177.196,5617.688,316,251,125,,2018-06-16 11:45:02.859
11.59668,-1048,2049,-311,240,575,-299,10926.521,8198.361,-7072.058,5640.872,,,,,2018-06-16 11:45:02.879
11.61673,-1063,2026,-322,391,471,-434,10947.723,8260.046,-6957.386,5652.363,,,,,2018-06-16 11:45:02.899
11.636658,-1096,2028,-336,386,410,-483,10968.819,8319.949,-6853.412,5650.631,,,,,2018-06-16 11:45:02.919
11.656647,-1129,2025,-388,285,342,-488,10984.505,8379.629,-6767.978,5634.923,,,,,2018-06-16 11:45:02.939
11.676606,-1131,1972,-399,139,302,-457,10987.153,8441.911,-6705.165,5611.844,311,258,158,,2018-06-16 11:45:02.959
11.696625,-1136,2100,-348,9,297,-380,10971.062,8502.197,-6672.428,5591.294,,,,,2018-06-16 11:45:02.979
11.716614,-1106,1977,-221,-158,279,-239,10961.545,8551.34,-6652.423,5558.759,,,,,2018-06-16 11:45:02.999
11.736573,-1013,2100,-274,-116,116,-297,10962.438,8589.504,-6635.699,5517.996,,,,,2018-06-16 11:45:03.019
11.756562,-939,2195,-192,-117,69,-265,10961.908,8604.596,-6625.43,5507.866,,,,,2018-06-16 11:45:03.039
11.776581,-831,2229,-174,29,33,-26,10963.848,8591.115,-6618.162,5533.727,295,269,155,,2018-06-16 11:45:03.059
11.79654,-747,2205,-151,273,17,168,10984.324,8547.986,-6592.892,5589.79,,,,,2018-06-16 11:45:03.079
11.816559,-719,2047,-135,420,-89,187,11014.983,8496.713,-6567.991,5636.75,,,,,2018-06-16 11:45:03.099
11.836518,-701,1855,-57,395,-200,97,11054.766,8451.729,-6552.406,5644.629,,,,,2018-06-16 11:45:03.119
11.856507,-675,1801,-9,186,-272,-50,11086.968,8423.072,-6557.386,5618.462,,,,,2018-06-16 11:45:03.139
11.876496,-709,1832,0,-37,-274,-94,11103.803,8399.276,-6583.189,5590.596,283,267,169,,2018-06-16 11:45:03.158
11.896485,-631,1859,-80,-99,-242,50,11108.685,8363.32,-6622.784,5588.036,,,,,2018-06-16 11:45:03.178
11.916474,-601,1871,-66,-40,-246,223,11120.276,8309.095,-6651.333,5611.915,,,,,2018-06-16 11:45:03.198
11.936463,-580,1794,-64,169,-265,280,11147.099,8244.568,-6665.2,5637.36,,,,,2018-06-16 11:45:03.218
11.956452,-555,1737,-111,246,-318,181,11193.092,8178.726,-6663.028,5644.7,,,,,2018-06-16 11:45:03.238
11.976441,-551,1638,-99,276,-398,15,11247.027,8118.776,-6658.658,5629.17,291,261,163,,2018-06-16 11:45:03.258
11.99643,-603,1565,-153,191,-425,-75,11294.519,8065.615,-6665.426,5602.43,,,,,2018-06-16 11:45:03.278
12.016419,-624,1528,-156,70,-413,-32,11322.994,8015.618,-6696.175,5579.995,,,,,2018-06-16 11:45:03.298
12.036408,-656,1519,-164,-71,-379,112,11328.992,7968.299,-6751.615,5568.777,,,,,2018-06-16 11:45:03.318
12.056397,-647,1580,-202,-177,-319,267,11318.654,7922.752,-6819.764,5571.743,291,261,163,35105,2018-06-16 11:45:03.338
12.076386,-622,1659,-251,-187,-262,354,11304.124,7875.823,-6884.603,5588.009,305,272,164,,2018-06-16 11:45:03.358
12.096405,-571,1745,-341,-124,-220,395,11291.076,7827.517,-6936.277,5618.279,,,,,2018-06-16 11:45:03.378
12.116364,-564,1826,-345,-19,-156,405,11275.68,7784.641,-6970.951,5665.655,,,,,2018-06-16 11:45:03.398
12.136353,-527,1884,-358,68,-29,409,11253.04,7753.748,-6992.156,5726.576,,,,,2018-06-16 11:45:03.418
12.156342,-539,1868,-400,88,86,415,11220.722,7735.771,-7010.529,5791.472,,,,,2018-06-16 11:45:03.438
12.176331,-584,1833,-398,36,168,399,11179.007,7734.26,-7030.255,5849.954,312,281,169,,2018-06-16 11:45:03.458
12.19632,-602,1830,-434,-57,243,334,11129.365,7754.757,-7045.762,5898.614,,,,,2018-06-16 11:45:03.478
12.216309,-661,1883,-502,-115,344,251,11069.502,7795.479,-7052.328,5949.513,,,,,2018-06-16 11:45:03.498
12.236298,-638,1978,-472,-116,492,246,10994.22,7848.708,-7047.801,6024.022,,,,,2018-06-16 11:45:03.518
12.256287,-623,2021,-477,-59,677,338,10899.953,7911.14,-7031.502,6131.745,,,,,2018-06-16 11:45:03.538
12.276276,-669,2076,-446,14,873,449,10786.615,7989.426,-7000.591,6264.595,337,278,179,,2018-06-16 11:45:03.558
12.296265,-519,2256,-465,29,1087,473,10650.516,8091.207,-6955.42,6415.328,,,,,2018-06-16 11:45:03.578
12.316284,-508,2425,-462,49,1317,498,10494.602,8208.418,-6893.923,6587.447,,,,,2018-06-16 11:45:03.598
12.336243,-440,2383,-346,67,1511,542,10312.479,8340.978,-6828.133,6774.43,,,,,2018-06-16 11:45:03.618
12.356232,-306,2425,-305,-7,1674,622,10098.618,8481.033,-6773.823,6974.291,,,,,2018-06-16 11:45:03.638
12.376221,-220,2535,-399,-106,1741,782,9854.444,8608.196,-6752.219,7185.532,347,275,191,,2018-06-16 11:45:03.658
12.39621,-165,2490,-355,-230,1700,1065,9591.379,8712.158,-6767.382,7398.765,,,,,2018-06-16 11:45:03.678
12.416199,-129,2366,-275,-333,1580,1226,9336.837,8804.628,-6792.09,7589.792,,,,,2018-06-16 11:45:03.698
12.436188,-147,2216,-247,-367,1409,1048,9125.285,8899.093,-6807.765,7721.727,,,,,2018-06-16 11:45:03.718
12.456177,-143,2170,-353,-412,1121,608,8960.726,8986.354,-6819.046,7803.003,,,,,2018-06-16 11:45:03.738
12.476166,-197,2069,-327,-414,854,504,8829.905,9045.645,-6845.994,7859.826,357,280,210,,2018-06-16 11:45:03.758
12.496155,-248,1953,-448,-348,559,419,8753.728,9076.903,-6856.153,7900.042,,,,,2018-06-16 11:45:03.778
12.516144,-282,1901,-485,-80,335,167,8741.025,9088.536,-6816.966,7934.57,,,,,2018-06-16 11:45:03.798
12.536194,-322,1889,-506,282,255,-106,8761.11,9082.606,-6735.952,7988.215,,,,,2018-06-16 11:45:03.818
12.556122,-308,1816,-506,566,285,-136,8786.234,9059.864,-6634.724,8070.739,,,,,2018-06-16 11:45:03.838
12.576081,-330,1775,-488,697,379,-37,8798.289,9046.427,-6517.362,8167.722,381,273,231,35122,2018-06-16 11:45:03.858
12.5961,-272,1791,-459,751,534,-126,8801.336,9053.851,-6378.214,8265.475,,,,,2018-06-16 11:45:03.878
12.616089,-296,1792,-408,640,708,-172,8772.679,9087.631,-6244.964,8360.08,,,,,2018-06-16 11:45:03.898
12.636048,-315,1807,-380,457,831,-84,8708.978,9141.499,-6133.95,8449.662,,,,,2018-06-16 11:45:03.918
12.656037,-309,1832,-361,251,921,22,8622.383,9212.915,-6037.502,8529.988,,,,,2018-06-16 11:45:03.938
12.676056,-338,1844,-360,92,968,27,8534.339,9292.975,-5940.604,8599.437,410,273,240,,2018-06-16 11:45:03.958
12.696045,-388,1800,-327,89,950,-43,8460.899,9369.615,-5833.931,8661.649,,,,,2018-06-16 11:45:03.978
12.716004,-405,1741,-323,161,896,-138,8412.345,9434.464,-5715.083,8717.603,,,,,2018-06-16 11:45:03.998
12.736023,-459,1731,-383,276,775,-255,8389.904,9483.956,-5590.994,8765.86,,,,,2018-06-16 11:45:04.018
12.756012,-472,1718,-309,334,656,-310,8377.262,9524.969,-5475.872,8806.061,,,,,2018-06-16 11:45:04.038
12.776001,-529,1799,-322,295,548,-294,8359.004,9560.985,-5386.826,8839.239,398,273,231,,2018-06-16 11:45:04.058
12.79596,-566,1935,-379,172,467,-154,8328.086,9590.924,-5334.905,8867.433,,,,,2018-06-16 11:45:04.078
12.815949,-538,2094,-434,30,374,15,8285.832,9618.304,-5314.948,8889.318,,,,,2018-06-16 11:45:04.098
12.836029,-563,2160,-428,-72,292,99,8253.091,9642.549,-5308.16,8897.562,,,,,2018-06-16 11:45:04.118
12.855957,-531,2166,-409,-121,169,14,8239.613,9668.206,-5302.013,8885.868,,,,,2018-06-16 11:45:04.138
12.875916,-403,2300,-512,-122,102,-91,8238.416,9682.627,-5289.186,8878.917,388,268,231,,2018-06-16 11:45:04.158
12.895905,-348,2485,-497,18,37,-59,8228.147,9662.842,-5284.908,8912.478,,,,,2018-06-16 11:45:04.178
12.915894,-278,2613,-405,231,86,267,8199.675,9617.509,-5278.606,8991.14,,,,,2018-06-16 11:45:04.198
12.935883,-297,2341,-273,451,141,379,8177.99,9564.533,-5243.114,9087.65,,,,,2018-06-16 11:45:04.218
12.955872,-243,2059,-218,572,247,192,8190.054,9555.32,-5187.277,9118.468,,,,,2018-06-16 11:45:04.238
12.975861,-217,1998,-254,167,114,-354,8222.887,9596.063,-5136.822,9074.59,391,266,235,,2018-06-16 11:45:04.258
12.99585,-167,1977,-327,-206,76,-467,8228.443,9664.231,-5126.881,9002.549,,,,,2018-06-16 11:45:04.278
13.015839,-122,2084,-412,-502,98,-339,8200.685,9737.327,-5126.897,8948.942,,,,,2018-06-16 11:45:04.298
13.035828,-150,2044,-385,-434,290,-156,8149.822,9806.538,-5091.018,8940.312,,,,,2018-06-16 11:45:04.318
13.055817,-104,1971,-357,-79,565,-126,8095.549,9854.571,-4997.897,8989.214,,,,,2018-06-16 11:45:04.338
13.075806,-66,1852,-256,280,784,-82,8018.959,9886.523,-4888.296,9082.563,406,272,243,35075,2018-06-16 11:45:04.358
13.095795,-94,1732,-185,434,895,145,7917.602,9914.038,-4793.883,9191.166,,,,,2018-06-16 11:45:04.378
13.115784,-126,1657,-100,344,914,266,7805.089,9950.562,-4715.046,9288.2,,,,,2018-06-16 11:45:04.398
13.135773,-150,1648,-155,170,913,282,7680.285,10003.715,-4653.789,9365.714,,,,,2018-06-16 11:45:04.418
