;Title, http://www.gcdataconcepts.com, HAM-IMU, MPU-9250,,,,,,,,,,,,
;Version,1191, Build date, Nov 15 2016,  SN:CCDC30161C28AA2,,,,,,,,,,,
;Start_time, 2018-06-15, 17:42:21.889,2018-06-15 17:42:21.889,,,,,,,,,,,,
;Temperature,-999, deg C,  Vbat,4084, mv,,,,,,,,,,
;MPU SR,200,Hz,  Accel sens,2048,counts/g, Gyro sens,16,counts/dps,  Mag SR,10,Hz,  Mag sens,1666,counts/mT,
;Deadband,0, counts,,,,,,,,,,,,,
;DeadbandTimeout,5,sec,,,,,,,,,,,,,
;Time, Ax, Ay, Az, Gx, Gy, Gz, Qw, Qx, Qy, Qz, Mx, My, Mz, T,Date Time
9.129364,-412,2054,-79,8,70,55,-5137.635,9663.933,6002.13,10612.397,502,198,303,,2018-06-15 17:42:31.018
9.149353,-445,2067,-53,-9,83,61,-5152.116,9663.58,6010.442,10600.987,,,,,2018-06-15 17:42:31.038
9.169342,-435,2033,-111,-35,120,48,-5170.08,9659.851,6028.266,10585.509,,,,,2018-06-15 17:42:31.058
9.189331,-409,2073,-78,-39,193,27,-5194.872,9651.074,6056.312,10565.349,,,,,2018-06-15 17:42:31.078
9.20932,-430,2017,-65,-39,270,23,-5226.728,9638.225,6094.052,10539.634,,,,,2018-06-15 17:42:31.098
9.229309,-424,2022,-83,-38,352,11,-5264.156,9621.148,6142.783,10508.274,514,198,308,,2018-06-15 17:42:31.118
9.249298,-378,2020,-78,-55,433,-5,-5306.285,9598.598,6202.407,10472.623,,,,,2018-06-15 17:42:31.138
9.269287,-300,1960,14,-59,490,-36,-5350.755,9570.276,6268.567,10436.461,,,,,2018-06-15 17:42:31.158
9.289368,-365,1963,-69,-41,531,-58,-5393.736,9541.13,6336.194,10400.121,,,,,2018-06-15 17:42:31.178
9.309265,-290,1980,-61,-52,524,-61,-5435.301,9511.889,6401.76,10365.055,,,,,2018-06-15 17:42:31.198
9.329285,-339,1951,-70,-41,511,-58,-5479.189,9481.547,6465.232,10330.293,513,192,299,39775,2018-06-15 17:42:31.218
9.349274,-370,1957,-105,-24,498,-48,-5522.583,9452.269,6524.026,10296.999,,,,,2018-06-15 17:42:31.238
9.369263,-409,1955,-82,-20,480,-33,-5566.726,9421.895,6579.121,10265.966,,,,,2018-06-15 17:42:31.258
9.389221,-280,1941,-48,7,457,-22,-5609.788,9393.08,6628.12,10237.372,,,,,2018-06-15 17:42:31.278
9.409241,-356,2013,-56,22,426,-5,-5655.673,9365.471,6669.17,10210.726,,,,,2018-06-15 17:42:31.298
9.42923,-296,2028,-80,41,415,38,-5707.125,9339.234,6703.879,10183.362,514,203,308,,2018-06-15 17:42:31.318
9.449219,-356,2066,-4,68,409,82,-5766.433,9312.004,6734.027,10154.956,,,,,2018-06-15 17:42:31.338
9.469208,-291,2046,-53,88,424,124,-5828.312,9286.441,6760.936,10125.115,,,,,2018-06-15 17:42:31.358
9.489197,-370,2045,21,86,414,141,-5893.141,9261.015,6788.735,10092.224,,,,,2018-06-15 17:42:31.378
9.509186,-251,2122,-15,81,442,152,-5959.131,9236.29,6817.573,10056.632,,,,,2018-06-15 17:42:31.398
9.529175,-210,2035,5,62,453,163,-6028.07,9213.126,6847.103,10016.651,514,205,308,,2018-06-15 17:42:31.418
9.549164,-337,1996,25,55,481,183,-6105.859,9187.414,6880.71,9970.013,,,,,2018-06-15 17:42:31.438
9.569153,-285,2048,-100,48,565,205,-6187.789,9157.709,6922.879,9917.5,,,,,2018-06-15 17:42:31.458
9.589142,-378,1992,-159,33,636,192,-6275.46,9119.572,6977.204,9859.312,,,,,2018-06-15 17:42:31.478
9.609161,-469,1916,-261,39,726,150,-6363.191,9068.749,7044.195,9802.16,,,,,2018-06-15 17:42:31.498
9.62915,-489,1920,-170,72,779,70,-6446.658,9003.537,7120.718,9752.319,515,202,290,,2018-06-15 17:42:31.518
9.649139,-277,1880,-160,101,807,-32,-6527.248,8927.384,7204.493,9707.088,,,,,2018-06-15 17:42:31.538
9.669098,-189,1876,-178,146,830,-89,-6610.895,8844.239,7292.693,9660.619,,,,,2018-06-15 17:42:31.558
9.689117,-250,1818,-148,152,865,-96,-6698.349,8756.294,7378.669,9615.098,,,,,2018-06-15 17:42:31.578
9.709106,-199,1872,-154,183,876,-88,-6788.225,8666.695,7459.992,9570.39,,,,,2018-06-15 17:42:31.598
9.729095,-271,1922,-51,201,872,-61,-6881.693,8577.698,7536.714,9523.589,521,191,294,,2018-06-15 17:42:31.618
9.749084,-247,1888,-31,220,884,-25,-6974.138,8491.436,7613.734,9472.244,,,,,2018-06-15 17:42:31.638
9.769073,-269,2004,19,176,879,-23,-7062.31,8409.329,7695.811,9413.655,,,,,2018-06-15 17:42:31.658
9.789062,-841,1835,568,112,904,-25,-7159.464,8320.559,7781.534,9348.45,,,,,2018-06-15 17:42:31.678
9.809051,-73,1927,-247,190,1008,-12,-7255.699,8236.356,7871.412,9273.271,,,,,2018-06-15 17:42:31.698
9.82904,690,1822,313,181,1079,66,-7384.571,8142.553,7950.822,9186.228,513,199,276,39822,2018-06-15 17:42:31.718
9.849029,-583,1936,138,324,1114,-26,-7521.283,8054.592,8016.312,9095.494,,,,,2018-06-15 17:42:31.738
9.869018,-2147,1769,-609,178,990,385,-7660.925,7951.575,8099.662,8995.198,,,,,2018-06-15 17:42:31.758
9.889068,1677,2213,241,468,1279,-97,-7791.563,7812.819,8186.263,8925.913,,,,,2018-06-15 17:42:31.778
9.909027,-1670,1653,-75,426,1359,-273,-7927.863,7680.225,8268.718,8844.595,,,,,2018-06-15 17:42:31.798
9.929016,-2228,1803,-790,472,1222,-248,-8055.451,7542.641,8354.072,8767.165,515,202,264,,2018-06-15 17:42:31.818
9.949005,-1638,1890,-515,262,1237,40,-8180.483,7392.182,8445.121,8691.99,,,,,2018-06-15 17:42:31.838
9.968994,-546,2088,-247,332,1247,56,-8299.421,7238.695,8542.104,8613.291,,,,,2018-06-15 17:42:31.858
9.988983,-531,2131,-67,260,1263,97,-8429.333,7097.741,8631.513,8514.742,,,,,2018-06-15 17:42:31.878
10.008972,-2946,928,-1291,288,1281,56,-8552.431,6965.346,8725.023,8405.313,,,,,2018-06-15 17:42:31.898
10.028961,-57,2300,122,213,1322,30,-8657.313,6799.894,8833.302,8319.89,515,194,253,,2018-06-15 17:42:31.918
10.04895,531,2219,285,207,1225,-85,-8744.562,6656.757,8934.355,8236.076,,,,,2018-06-15 17:42:31.938
10.068939,340,2120,-231,141,1077,-206,-8811.212,6547.248,9027.921,8150.347,,,,,2018-06-15 17:42:31.958
10.088928,-425,2192,-219,40,944,-218,-8842.295,6479.657,9101.174,8089.001,,,,,2018-06-15 17:42:31.978
10.108917,-543,2148,-94,-123,610,-114,-8840.487,6428.812,9160.003,8065.105,,,,,2018-06-15 17:42:31.998
10.128937,-433,2086,-135,-142,226,-233,-8820.32,6405.255,9203.743,8056.128,513,194,225,,2018-06-15 17:42:32.018
10.148895,-314,2053,-43,-142,131,-199,-8784.796,6392.09,9232.08,8072.96,,,,,2018-06-15 17:42:32.038
10.168884,-404,2156,-104,-116,-126,-312,-8741.328,6397.61,9238.198,8108.693,,,,,2018-06-15 17:42:32.058
10.188873,-431,2130,-98,-49,-207,-193,-8702.159,6409.086,9223.252,8158.621,,,,,2018-06-15 17:42:32.078
10.208862,-494,2171,-170,27,-400,-184,-8658.446,6426.553,9190.021,8228.588,,,,,2018-06-15 17:42:32.098
10.228851,-528,2176,-142,94,-498,-221,-8608.841,6443.998,9146.346,8315.197,496,197,215,,2018-06-15 17:42:32.118
10.24884,-531,2237,-103,131,-607,-259,-8553.752,6461.169,9098.318,8410.865,,,,,2018-06-15 17:42:32.138
10.26886,-915,2214,-203,142,-640,-279,-8497.007,6475.057,9049.987,8509.269,,,,,2018-06-15 17:42:32.158
10.288818,-576,2161,-134,153,-632,-323,-8434.522,6483.504,9003.026,8614.172,,,,,2018-06-15 17:42:32.178
10.308838,-236,2199,-132,140,-642,-356,-8367.063,6500.967,8954.317,8716.956,,,,,2018-06-15 17:42:32.198
10.328827,-205,2154,-401,111,-685,-330,-8286.351,6534.89,8899.967,8823.697,500,195,210,39790,2018-06-15 17:42:32.218
10.348816,-500,2102,-408,-16,-811,-326,-8190.381,6600.431,8828.242,8935.858,,,,,2018-06-15 17:42:32.238
10.368805,-897,2183,-231,-79,-1076,-252,-8091.755,6673.319,8739.255,9058.209,,,,,2018-06-15 17:42:32.258
10.388794,-619,2135,-164,47,-1089,-195,-7987.467,6760.148,8634.715,9185.744,,,,,2018-06-15 17:42:32.278
10.408783,-515,2178,-189,-149,-1342,-114,-7862.424,6874.092,8521.401,9313.984,,,,,2018-06-15 17:42:32.298
10.428772,-622,2128,-173,-90,-1333,-109,-7751.083,6991.057,8396.363,9433.046,490,193,217,,2018-06-15 17:42:32.318
10.448761,-578,2055,-169,-90,-1307,-20,-7643.879,7110.401,8272.027,9540.561,,,,,2018-06-15 17:42:32.338
10.46875,-586,2110,-263,-106,-1320,50,-7538.874,7232.789,8145.562,9640.404,,,,,2018-06-15 17:42:32.358
10.488739,-605,2057,-179,-146,-1295,68,-7444.678,7347.615,8022.174,9729.823,,,,,2018-06-15 17:42:32.378
10.508728,-745,2107,-278,-91,-1182,93,-7349.508,7452.47,7904.901,9818.013,,,,,2018-06-15 17:42:32.398
10.528747,-591,2131,-313,-94,-1167,16,-7248.54,7550.443,7796.114,9904.823,486,192,220,,2018-06-15 17:42:32.418
10.548736,-628,2082,-267,-114,-1134,-6,-7154.404,7641.249,7692.122,9984.613,,,,,2018-06-15 17:42:32.438
10.568725,-616,2084,-231,-86,-1048,33,-7066.043,7731.602,7584.672,10059.897,,,,,2018-06-15 17:42:32.458
10.588714,-621,2094,-298,-80,-1023,46,-6980.05,7817.892,7480.44,10131.037,,,,,2018-06-15 17:42:32.478
10.608703,-631,2086,-261,-95,-1008,34,-6887.028,7903.708,7380.019,10201.519,,,,,2018-06-15 17:42:32.498
10.628692,-430,2083,-302,-133,-1009,2,-6789.629,7994.543,7277.843,10269.209,497,186,231,,2018-06-15 17:42:32.518
10.648682,-494,2053,-351,-156,-1063,11,-6685.776,8096.503,7171.876,10331.827,,,,,2018-06-15 17:42:32.538
10.668671,-546,2062,-327,-226,-1082,48,-6586.767,8210.415,7059.219,10382.988,,,,,2018-06-15 17:42:32.558
10.68866,-523,2101,-327,-254,-1059,196,-6493.796,8330.611,6942.716,10424.281,,,,,2018-06-15 17:42:32.578
10.708649,-381,2183,-238,-296,-1070,223,-6397.708,8453.286,6826.136,10461.863,,,,,2018-06-15 17:42:32.598
10.728638,-512,2144,-321,-315,-1060,203,-6303.77,8575.646,6710.325,10494.177,501,194,246,,2018-06-15 17:42:32.618
10.748627,-442,2175,-269,-317,-1057,236,-6212.059,8695.833,6592.208,10524.782,,,,,2018-06-15 17:42:32.638
10.768646,-301,2121,-280,-307,-1039,256,-6121.349,8817.929,6475.222,10548.94,,,,,2018-06-15 17:42:32.658
10.788605,-318,2028,-263,-338,-1018,258,-6033.512,8939.389,6357.638,10568.819,,,,,2018-06-15 17:42:32.678
10.808594,-440,1963,-281,-348,-1031,262,-5941.251,9058.944,6238.043,10590.529,,,,,2018-06-15 17:42:32.698
10.828583,-407,1987,-301,-323,-1051,247,-5841.569,9174.176,6116.321,10617.75,507,195,256,39777,2018-06-15 17:42:32.718
10.848572,-360,2013,-288,-303,-1069,209,-5735.04,9285.525,5994.656,10648.374,,,,,2018-06-15 17:42:32.738
10.868591,-209,2011,-289,-319,-1094,181,-5632.352,9397.777,5872.465,10672.768,,,,,2018-06-15 17:42:32.758
10.88855,-269,1948,-322,-313,-1041,220,-5546.045,9508.079,5752.825,10685.422,,,,,2018-06-15 17:42:32.778
10.908569,-419,1933,-273,-305,-947,302,-5480.248,9609.044,5635.025,10691.823,,,,,2018-06-15 17:42:32.798
10.928558,-454,1865,-240,-257,-798,374,-5420.532,9703.774,5529.8,10691.647,530,204,281,,2018-06-15 17:42:32.818
10.948547,-276,1865,-233,-288,-749,315,-5363.2,9789.908,5437.619,10689.318,,,,,2018-06-15 17:42:32.838
10.968536,-248,1942,-6,-267,-683,260,-5306.787,9866.771,5354.74,10688.64,,,,,2018-06-15 17:42:32.858
10.988525,-157,1976,-128,-240,-637,207,-5243.316,9941.015,5279.683,10688.509,,,,,2018-06-15 17:42:32.878
11.008514,-91,2023,-65,-249,-642,148,-5174.597,10012.718,5207.172,10690.641,,,,,2018-06-15 17:42:32.898
11.028503,-23,2050,-152,-264,-663,117,-5099.74,10086.486,5131.969,10693.632,534,195,301,,2018-06-15 17:42:32.918
11.048492,-18,2066,-159,-260,-715,113,-5021.857,10161.029,5049.586,10699.138,,,,,2018-06-15 17:42:32.937
11.068481,-49,2098,-162,-273,-733,134,-4935.72,10240.315,4956.444,10707.18,,,,,2018-06-15 17:42:32.957
11.08847,7,2138,-108,-251,-859,132,-4838.624,10319.382,4853.981,10722.517,,,,,2018-06-15 17:42:32.977
11.10852,15,2168,-102,-257,-911,106,-4739.187,10402.995,4748.364,10733.418,,,,,2018-06-15 17:42:32.998
11.128448,8,2153,-163,-255,-914,145,-4641.411,10490.179,4637.189,10739.895,544,180,314,,2018-06-15 17:42:33.017
11.148437,14,2091,-145,-306,-929,183,-4545.589,10576.519,4519.638,10746.31,,,,,2018-06-15 17:42:33.037
11.168457,-31,2014,-255,-266,-942,218,-4452.886,10660.677,4397.878,10752.482,,,,,2018-06-15 17:42:33.057
11.188415,-32,2100,-210,-237,-960,216,-4359.649,10732.037,4273.819,10769.714,,,,,2018-06-15 17:42:33.077
11.208404,50,2011,-207,-128,-945,183,-4262.934,10791.851,4152.751,10795.991,,,,,2018-06-15 17:42:33.097
11.228424,-56,2043,-231,-70,-948,119,-4165.496,10841.241,4034.171,10829.452,544,189,330,,2018-06-15 17:42:33.117
11.248413,-70,2052,-247,-11,-934,79,-4064.821,10880.289,3921.881,10869.72,,,,,2018-06-15 17:42:33.137
11.268402,-170,1957,-163,15,-915,20,-3961.737,10911.375,3821.327,10912.352,,,,,2018-06-15 17:42:33.157
11.288391,-140,1986,-217,43,-856,-48,-3855.111,10937.277,3733.48,10954.937,,,,,2018-06-15 17:42:33.177
11.30838,-118,2015,-229,28,-817,-111,-3749.532,10959.639,3654.322,10995.848,,,,,2018-06-15 17:42:33.197
11.328369,-144,2161,-138,37,-775,-125,-3648.291,10980.629,3582.247,11032.619,543,186,350,39792,2018-06-15 17:42:33.217
11.348358,-268,2120,-120,-7,-735,-132,-3545.986,11008.056,3515.805,11059.983,,,,,2018-06-15 17:42:33.237
11.368347,-147,2223,-106,-85,-701,-136,-3438.842,11043.375,3457.307,11077.034,,,,,2018-06-15 17:42:33.257
11.388336,-290,2227,-23,-175,-704,-168,-3331.298,11085.732,3406.658,11083.28,,,,,2018-06-15 17:42:33.277
11.408325,-200,2237,-91,-237,-655,-171,-3228.746,11134.578,3364.783,11077.456,,,,,2018-06-15 17:42:33.297
11.428314,-282,2178,-38,-315,-593,-152,-3138.232,11185.944,3327.77,11062.89,537,175,351,,2018-06-15 17:42:33.317
11.448303,-337,2204,13,-336,-502,-112,-3056.735,11239.342,3296.571,11040.906,,,,,2018-06-15 17:42:33.337
11.468292,-389,2226,51,-365,-452,-98,-2976.193,11290.799,3273.274,11017.315,,,,,2018-06-15 17:42:33.357
11.488281,-391,2178,92,-361,-436,-145,-2891.172,11339.442,3260.886,10993.645,,,,,2018-06-15 17:42:33.377
11.508301,-377,2167,166,-382,-410,-209,-2806.771,11384.978,3260.399,10968.571,,,,,2018-06-15 17:42:33.397
11.52829,-362,2078,67,-362,-311,-238,-2728.246,11426.79,3270.123,10941.977,529,188,364,,2018-06-15 17:42:33.417
11.548248,-446,1993,-79,-375,-266,-264,-2658.432,11465.734,3291.547,10911.958,,,,,2018-06-15 17:42:33.437
11.568268,-443,1875,-150,-362,-187,-279,-2590.006,11491.317,3322.591,10892.076,,,,,2018-06-15 17:42:33.457
11.588257,-444,1852,-341,-264,-144,-349,-2515.876,11499.153,3357.505,10890.474,,,,,2018-06-15 17:42:33.477
11.608246,-194,1924,-309,-114,-181,-421,-2439.275,11487.245,3382.737,10912.638,,,,,2018-06-15 17:42:33.497
11.628235,19,2111,-8,70,-247,-397,-2374.527,11463.119,3381.809,10952.502,525,182,384,,2018-06-15 17:42:33.517
11.648224,182,2227,103,182,-322,-248,-2321.946,11452.766,3347.737,10985.026,,,,,2018-06-15 17:42:33.537
11.668213,296,2205,43,90,-401,-35,-2281.915,11466.201,3275.367,11001.205,,,,,2018-06-15 17:42:33.557
11.688202,458,2112,106,-21,-513,209,-2249.935,11501.347,3163.38,11003.874,,,,,2018-06-15 17:42:33.577
11.708191,457,2115,184,-115,-654,413,-2217.785,11556.248,3013.258,10995.011,,,,,2018-06-15 17:42:33.597
11.72821,361,2174,209,-201,-803,578,-2173.187,11631.561,2830.485,10973.051,506,170,386,,2018-06-15 17:42:33.617
11.748169,137,2064,197,-325,-979,664,-2111.391,11717.865,2635.311,10941.857,,,,,2018-06-15 17:42:33.637
11.768158,163,2055,212,-402,-1089,623,-2018.075,11807.607,2441.683,10907.859,,,,,2018-06-15 17:42:33.657
11.788177,105,2052,152,-434,-1203,472,-1893.152,11892.992,2259.464,10876.716,,,,,2018-06-15 17:42:33.677
11.808136,238,2120,101,-446,-1275,308,-1744.427,11969.891,2085.304,10851.987,,,,,2018-06-15 17:42:33.697
11.828155,348,2057,-38,-382,-1351,179,-1582.746,12043.887,1901.254,10828.683,500,174,403,39783,2018-06-15 17:42:33.717
11.848144,386,2045,-200,-400,-1420,229,-1426.342,12110.37,1700.48,10809.638,,,,,2018-06-15 17:42:33.737
11.868103,487,2023,-265,-298,-1462,329,-1279.047,12161.033,1478.289,10803.861,,,,,2018-06-15 17:42:33.757
11.888122,223,2040,-424,-138,-1503,443,-1139.723,12186.679,1235.654,10821.021,,,,,2018-06-15 17:42:33.777
11.908111,-21,1949,-452,54,-1544,516,-996.152,12185.634,987.255,10861.803,,,,,2018-06-15 17:42:33.797
11.9281,-112,2047,-290,233,-1603,465,-838.757,12158.937,749.799,10923.826,508,175,416,,2018-06-15 17:42:33.817
11.948089,-339,2151,-28,418,-1575,333,-667.052,12125.672,539.685,10984.866,,,,,2018-06-15 17:42:33.837
11.968078,-270,2349,-8,338,-1506,146,-485.905,12107.486,373.276,11021.287,,,,,2018-06-15 17:42:33.857
11.988067,-267,2389,45,147,-1322,-57,-318.148,12109.123,257.262,11028.924,,,,,2018-06-15 17:42:33.877
12.008057,-423,2384,-74,-79,-1063,-194,-173.608,12131.58,173.404,11009.087,,,,,2018-06-15 17:42:33.897
12.028046,-417,2337,29,-232,-850,-180,-62.706,12160.111,119.449,10979.478,509,171,431,,2018-06-15 17:42:33.917
12.048065,-691,2200,161,-255,-554,-170,9.689,12184.714,112.393,10952.417,,,,,2018-06-15 17:42:33.937
12.068024,-632,2084,101,-222,-225,-273,68.228,12210.63,153.937,10922.802,,,,,2018-06-15 17:42:33.957
12.088013,-624,2121,-55,-240,-15,-438,138.012,12236.141,230.02,10892.214,,,,,2018-06-15 17:42:33.977
12.108002,-956,2229,-53,-236,-1,-653,235.421,12254.299,339.08,10867.253,,,,,2018-06-15 17:42:33.997
12.128021,-845,2224,-45,-157,-4,-912,361.614,12255.785,482.949,10856.664,488,169,431,,2018-06-15 17:42:34.017
12.14801,-783,2161,-184,-17,23,-1142,499.161,12243.935,650.737,10855.822,,,,,2018-06-15 17:42:34.037
12.167999,-673,2256,-234,40,64,-1244,639.832,12220.388,822.495,10863.317,,,,,2018-06-15 17:42:34.057
12.187988,-395,2238,-231,152,29,-1246,779.002,12180.766,977.856,10885.832,,,,,2018-06-15 17:42:34.077
12.207977,-247,2225,-205,246,-54,-1141,911.1,12131.488,1097.438,10919.155,,,,,2018-06-15 17:42:34.097
12.227936,-142,2028,-154,326,-187,-942,1036.656,12075.34,1170.37,10962.535,471,169,453,,2018-06-15 17:42:34.117
12.247955,-118,1885,105,352,-353,-729,1157.481,12022.356,1194.176,11006.025,,,,,2018-06-15 17:42:34.137
12.267944,269,2263,181,310,-513,-493,1271.131,11983.291,1165.704,11039.09,,,,,2018-06-15 17:42:34.157
12.287933,358,2089,430,184,-663,-248,1369.119,11959.083,1082.857,11062.039,,,,,2018-06-15 17:42:34.177
12.307922,169,2167,558,65,-800,44,1470.021,11954.788,954.891,11065.519,,,,,2018-06-15 17:42:34.197
12.327972,59,2164,633,-129,-1024,168,1623.968,11979.03,787.838,11030.88,428,165,440,39765,2018-06-15 17:42:34.217
12.3479,-99,2139,633,-471,-1417,42,1809.977,12023.904,594.792,10965.007,,,,,2018-06-15 17:42:34.237
12.367889,31,2201,397,-678,-1559,39,2034.726,12080.088,374.298,10873.21,,,,,2018-06-15 17:42:34.257
12.387878,-13,1974,307,-805,-1854,-22,2294.601,12129.668,125.036,10771.525,,,,,2018-06-15 17:42:34.277
12.407867,307,1773,-135,-820,-2076,-10,2577.399,12166.864,-155.312,10664.696,,,,,2018-06-15 17:42:34.297
12.427887,260,1716,-498,-845,-2337,66,2870.516,12176.219,-495.032,10568.358,416,160,430,,2018-06-15 17:42:34.317
12.447845,125,1725,-723,-663,-2601,354,3163.36,12129.596,-890.852,10512.272,,,,,2018-06-15 17:42:34.337
12.467865,-356,1795,-559,-310,-2836,631,3456.338,12021.618,-1312.104,10499.917,,,,,2018-06-15 17:42:34.357
12.487854,-677,1942,-590,35,-2960,741,3766.93,11880.818,-1733.806,10492.175,,,,,2018-06-15 17:42:34.377
12.507812,-718,2073,-465,114,-3050,645,4099.23,11726.936,-2138.6,10465.998,,,,,2018-06-15 17:42:34.397
12.527801,-806,2109,-345,58,-3074,465,4436.246,11581.301,-2521.471,10405.326,402,153,449,,2018-06-15 17:42:34.417
12.547821,-387,2339,-200,-101,-3023,317,4789.744,11458.991,-2893.152,10286.641,,,,,2018-06-15 17:42:34.437
12.56781,-486,2398,-58,-450,-3096,48,5122.5,11358.897,-3263.068,10125.377,,,,,2018-06-15 17:42:34.457
12.587799,-343,2419,-21,-639,-2949,207,5401.485,11269.985,-3637.883,9950.51,,,,,2018-06-15 17:42:34.477
12.607788,-613,2306,-250,-793,-2754,349,5619.927,11173.426,-4017.446,9791.145,,,,,2018-06-15 17:42:34.497
12.627777,-911,1851,-340,-690,-2387,629,5785.24,11075.985,-4335.632,9669.088,359,164,429,,2018-06-15 17:42:34.517
12.647766,-1023,1574,-723,-501,-1956,516,5940.637,10987.782,-4579.46,9562.503,,,,,2018-06-15 17:42:34.537
12.667755,-1461,1560,-866,-341,-1673,251,6113.147,10909.427,-4746.302,9461.6,,,,,2018-06-15 17:42:34.557
12.687744,-1018,1963,-570,-163,-1450,-120,6339.031,10826.486,-4840.288,9360.07,,,,,2018-06-15 17:42:34.577
12.707733,-746,2304,-351,101,-1514,-560,6573.02,10749.506,-4881.603,9265.468,,,,,2018-06-15 17:42:34.597
12.727722,-345,2263,-423,184,-1264,-703,6784.285,10681.724,-4901.963,9180.437,341,155,407,,2018-06-15 17:42:34.617
12.747711,-401,2148,-606,197,-1091,-666,6969.355,10611.907,-4915.778,9115.157,,,,,2018-06-15 17:42:34.637
12.7677,-195,1910,-665,279,-995,-522,7143.745,10523.187,-4935.476,9072.262,,,,,2018-06-15 17:42:34.657
12.78772,84,1915,-687,358,-1008,-383,7302.87,10416.735,-4984.718,9041.445,,,,,2018-06-15 17:42:34.677
12.807709,330,2105,-415,343,-1105,-133,7444.82,10283.667,-5087.459,9020.755,,,,,2018-06-15 17:42:34.697
12.827698,359,2101,-115,250,-1265,220,7559.559,10130.902,-5259.404,8999.556,319,153,393,39771,2018-06-15 17:42:34.717
12.847687,233,1955,117,56,-1478,551,7667.157,9958.453,-5498.671,8957.899,,,,,2018-06-15 17:42:34.737
12.867645,187,2196,161,-83,-1760,749,7791.264,9764.775,-5798.839,8874.361,,,,,2018-06-15 17:42:34.757
12.887665,-169,2376,330,-379,-2245,758,7945.278,9563.426,-6161.124,8711.453,,,,,2018-06-15 17:42:34.777
12.907654,-475,2529,328,-709,-2703,655,8130.577,9356.02,-6560.527,8470.744,,,,,2018-06-15 17:42:34.797
12.927643,-624,2365,382,-945,-3045,493,8334.306,9147.596,-6960.311,8176.205,290,146,365,,2018-06-15 17:42:34.817
12.947632,-403,2040,210,-1006,-3157,258,8552.308,8942.744,-7327.3,7850.57,,,,,2018-06-15 17:42:34.837
12.967621,170,1960,-250,-982,-3154,50,8771.941,8721.887,-7691.376,7500.66,,,,,2018-06-15 17:42:34.857
12.98761,287,1834,-384,-1045,-3317,80,8986.975,8447.48,-8069.226,7155.234,,,,,2018-06-15 17:42:34.877
13.007599,1,1637,-497,-859,-3454,373,9181.383,8115.086,-8445.538,6852.437,,,,,2018-06-15 17:42:34.897
13.027588,-202,1659,-551,-641,-3378,714,9356.222,7748.78,-8790.638,6601.333,306,159,338,,2018-06-15 17:42:34.917
13.047577,-286,1834,-200,-345,-3159,887,9515.132,7374.261,-9086.556,6399.411,,,,,2018-06-15 17:42:34.937
13.067566,-370,2124,49,-129,-2831,946,9642.889,7028.919,-9343.064,6225.076,,,,,2018-06-15 17:42:34.957
13.087555,-325,2432,347,-142,-2481,854,9738.871,6742.763,-9564.169,6054.059,,,,,2018-06-15 17:42:34.977
13.107544,-164,2411,368,-288,-2072,607,9790.504,6521.421,-9755.486,5906.185,,,,,2018-06-15 17:42:34.997
13.127563,-82,2207,455,-364,-1588,605,9797.44,6352.669,-9922.978,5798.596,300,160,323,,2018-06-15 17:42:35.017
13.147552,-596,2185,153,-485,-1117,578,9768.677,6243.491,-10063.982,5722.191,,,,,2018-06-15 17:42:35.037
13.167541,-569,2160,42,-528,-754,398,9743.692,6200.836,-10155.198,5649.556,,,,,2018-06-15 17:42:35.057
13.18753,-500,2210,-312,-443,-422,3,9736.841,6235.608,-10180.075,5577.869,,,,,2018-06-15 17:42:35.077
13.207519,4,2153,-364,-286,-23,-444,9763.067,6316.404,-10143.262,5507.742,,,,,2018-06-15 17:42:35.097
13.227508,19,2066,-553,-18,85,-714,9806.539,6400.57,-10073.616,5460.969,318,166,294,,2018-06-15 17:42:35.117
13.247497,-72,2106,-459,176,196,-679,9868.681,6473.527,-9974.179,5445.527,,,,,2018-06-15 17:42:35.136
13.267486,141,2098,-424,470,271,-645,9945.763,6534.682,-9853.286,5452.33,,,,,2018-06-15 17:42:35.156
13.287475,147,2021,-537,602,271,-592,10020.981,6578.806,-9738.968,5466.916,,,,,2018-06-15 17:42:35.176
13.307464,234,2034,-304,588,212,-468,10095.039,6593.959,-9645.098,5478.813,,,,,2018-06-15 17:42:35.196
13.327453,281,1911,-315,532,46,-333,10162.15,6577.383,-9584.102,5481.711,331,163,295,39761,2018-06-15 17:42:35.216
13.347442,168,1792,-65,423,-195,-156,10225.172,6513.486,-9571.373,5463.022,,,,,2018-06-15 17:42:35.236
13.367462,33,1933,205,250,-523,59,10275.975,6408.377,-9607.295,5428.844,,,,,2018-06-15 17:42:35.256
13.387421,-24,2032,239,85,-761,293,10307.574,6275.009,-9687.467,5382.062,,,,,2018-06-15 17:42:35.276
13.40744,-175,2086,273,-96,-922,443,10342.956,6116.532,-9787.868,5314.542,,,,,2018-06-15 17:42:35.296
13.427429,-272,2083,538,-60,-1174,421,10396.158,5940.86,-9895.419,5209.816,313,147,296,,2018-06-15 17:42:35.316
13.447418,-307,2099,410,-109,-1416,313,10456.932,5759.389,-10020.059,5051.322,,,,,2018-06-15 17:42:35.336
13.467407,-194,2264,302,-280,-1644,117,10529.245,5572.129,-10159.011,4828.694,,,,,2018-06-15 17:42:35.356
13.487396,-217,2235,163,-397,-1965,-63,10608.664,5363.239,-10311.205,4561.403,,,,,2018-06-15 17:42:35.376
