;Title, http://www.gcdataconcepts.com, HAM-IMU, MPU-9250,,,,,,,,,,,,
;Version,1191, Build date, Nov 15 2016,  SN:CCDC30161C28AA2,,,,,,,,,,,
;Start_time, 2018-06-15, 17:42:21.889,2018-06-15 17:42:21.889,,,,,,,,,,,,
;Temperature,-999, deg C,  Vbat,4084, mv,,,,,,,,,,
;MPU SR,200,Hz,  Accel sens,2048,counts/g, Gyro sens,16,counts/dps,  Mag SR,10,Hz,  Mag sens,1666,counts/mT,
;Deadband,0, counts,,,,,,,,,,,,,
;DeadbandTimeout,5,sec,,,,,,,,,,,,,
;Time, Ax, Ay, Az, Gx, Gy, Gz, Qw, Qx, Qy, Qz, Mx, My, Mz, T,Date Time
13.507385,-179,2107,47,-451,-2223,-68,10686.875,5126.415,-10469.097,4282.99,,,,,2018-06-15 17:42:35.396
13.527374,-125,1970,-92,-441,-2281,49,10754.184,4872.941,-10620.089,4031.268,329,170,267,,2018-06-15 17:42:35.416
13.547424,-153,1974,-30,-361,-2164,224,10809.418,4616.273,-10752.078,3830.764,,,,,2018-06-15 17:42:35.436
13.567352,-223,2052,21,-228,-1880,415,10847.891,4373.111,-10865.716,3683.857,,,,,2018-06-15 17:42:35.456
13.587341,21,2109,-63,-175,-1559,542,10871.692,4153.75,-10962.484,3579.391,,,,,2018-06-15 17:42:35.476
13.60733,116,2074,-131,-133,-1308,565,10890.101,3951.48,-11039.647,3514.702,,,,,2018-06-15 17:42:35.496
13.627319,152,1975,-74,-41,-1055,647,10900.938,3764.723,-11104.327,3482.204,334,163,250,,2018-06-15 17:42:35.516
13.647308,-302,1992,-140,-26,-870,682,10900.804,3592.91,-11166.958,3463.806,,,,,2018-06-15 17:42:35.536
13.667297,175,2279,264,-68,-747,668,10884.545,3439.107,-11238.212,3440.529,,,,,2018-06-15 17:42:35.556
13.687286,35,2422,449,-260,-690,588,10845.982,3318.199,-11320.276,3411.893,,,,,2018-06-15 17:42:35.576
13.707275,-32,2386,658,-373,-568,455,10798.207,3241.757,-11396.356,3383.523,,,,,2018-06-15 17:42:35.596
13.727295,-73,2241,206,-417,-347,273,10736.336,3217.824,-11467.72,3362.071,362,171,235,,2018-06-15 17:42:35.616
13.747253,15,1877,343,-526,-89,67,10677.162,3249.22,-11518.632,3346.242,,,,,2018-06-15 17:42:35.636
13.767242,161,1840,191,-445,133,-105,10627.589,3309.616,-11548.318,3342.541,,,,,2018-06-15 17:42:35.656
13.787262,199,1745,63,-341,274,-177,10595.727,3373.559,-11556.119,3352.792,,,,,2018-06-15 17:42:35.676
13.807251,98,1835,88,-154,336,-194,10588.879,3442.54,-11536.467,3371.932,,,,,2018-06-15 17:42:35.696
13.82724,-49,2060,136,57,372,-242,10609.557,3520.883,-11488.732,3388.975,380,175,234,39740,2018-06-15 17:42:35.716
13.847229,-111,2170,183,244,379,-397,10651.139,3613.081,-11420.388,3392.498,,,,,2018-06-15 17:42:35.736
13.867218,-54,2271,128,346,389,-540,10700.975,3718.626,-11342.453,3383.069,,,,,2018-06-15 17:42:35.756
13.887207,-126,2310,70,360,371,-648,10756.998,3823.074,-11262.659,3355.447,,,,,2018-06-15 17:42:35.776
13.907196,-166,2307,55,361,273,-695,10815.951,3919.042,-11186.191,3310.722,,,,,2018-06-15 17:42:35.796
13.927185,-153,2375,-102,342,165,-720,10876.379,4006.037,-11111.354,3260.259,376,171,249,,2018-06-15 17:42:35.816
13.947174,-124,2298,-92,351,97,-679,10933.904,4074.643,-11042.924,3215.009,,,,,2018-06-15 17:42:35.836
13.967163,-120,2191,-70,334,58,-555,10987.268,4118.768,-10982.745,3182.834,,,,,2018-06-15 17:42:35.856
13.987182,-53,2169,-95,343,25,-376,11034.02,4138.914,-10932.277,3168.684,,,,,2018-06-15 17:42:35.876
14.007141,-4,2135,70,317,0,-192,11073.018,4130.702,-10894.927,3171.995,,,,,2018-06-15 17:42:35.896
14.02713,37,2101,86,279,-58,12,11102.379,4097.655,-10873.337,3186.277,365,165,250,,2018-06-15 17:42:35.916
14.04715,21,2092,170,239,-112,165,11128.347,4048.001,-10859.896,3204.942,,,,,2018-06-15 17:42:35.936
14.067139,-94,1998,123,232,-173,213,11153.26,3990.975,-10855.618,3204.354,,,,,2018-06-15 17:42:35.956
14.087128,-115,2033,199,162,-321,141,11181.075,3930.646,-10858.262,3172.878,,,,,2018-06-15 17:42:35.976
14.107117,-240,1955,208,98,-431,31,11208.897,3878.65,-10864.442,3117.054,,,,,2018-06-15 17:42:35.996
14.127106,-271,1868,265,66,-476,-87,11238.527,3835.623,-10872.122,3035.77,342,162,242,,2018-06-15 17:42:36.016
14.147095,-249,1907,259,-15,-555,-224,11263.707,3800.835,-10887.203,2930.323,,,,,2018-06-15 17:42:36.036
14.167084,-168,2052,306,-82,-618,-313,11284.269,3767.361,-10908.853,2811.515,,,,,2018-06-15 17:42:36.056
14.187073,-266,2101,261,-151,-664,-334,11295.878,3729.954,-10940.967,2687.24,,,,,2018-06-15 17:42:36.076
14.207062,-346,2089,222,-221,-677,-303,11303.493,3688.219,-10977.013,2562.949,,,,,2018-06-15 17:42:36.096
14.227051,-424,2140,246,-234,-682,-279,11306.529,3648.095,-11015.01,2441.063,354,159,226,,2018-06-15 17:42:36.116
14.24704,-405,2157,271,-260,-656,-280,11305.885,3614.697,-11052.721,2320.283,,,,,2018-06-15 17:42:36.136
14.267029,-244,2146,264,-276,-610,-301,11303.24,3586.012,-11088.464,2204.239,,,,,2018-06-15 17:42:36.156
14.287018,-159,2012,168,-263,-569,-288,11299.506,3553.405,-11122.309,2103.369,,,,,2018-06-15 17:42:36.176
14.307007,-101,1975,39,-226,-537,-186,11295.73,3503.761,-11156.954,2021.866,,,,,2018-06-15 17:42:36.196
14.326996,-109,1960,125,-194,-541,-34,11297.978,3434.578,-11187.156,1960.183,348,158,208,39730,2018-06-15 17:42:36.216
14.346985,-161,1959,154,-108,-525,100,11302.726,3356.258,-11213.371,1918.244,,,,,2018-06-15 17:42:36.236
14.367004,-321,1944,260,-65,-485,196,11306.345,3278.896,-11236.559,1894.881,,,,,2018-06-15 17:42:36.256
14.386993,-263,1904,286,-50,-368,236,11304.662,3218.201,-11257.648,1883.769,,,,,2018-06-15 17:42:36.276
14.406982,-291,1943,350,-40,-233,213,11300.872,3179.504,-11271.86,1887.231,,,,,2018-06-15 17:42:36.296
14.426941,-257,1949,347,-39,-120,141,11292.788,3164.579,-11283.291,1892.393,342,157,219,,2018-06-15 17:42:36.316
14.44696,-279,1862,247,-43,-1,79,11285.616,3169.862,-11286.871,1904.946,,,,,2018-06-15 17:42:36.336
14.466949,-334,2026,358,2,128,18,11280.182,3195.602,-11281.333,1926.805,,,,,2018-06-15 17:42:36.356
14.486938,-430,2059,209,18,225,-50,11274.278,3248.33,-11267.655,1953.045,,,,,2018-06-15 17:42:36.376
14.506927,-440,2063,171,55,378,-145,11274.403,3326.517,-11239.783,1981.119,,,,,2018-06-15 17:42:36.396
14.526916,-274,2013,140,113,465,-268,11278.594,3425.176,-11200.797,2009.743,343,158,211,,2018-06-15 17:42:36.416
14.546905,-172,2034,22,152,548,-341,11287.281,3529.433,-11153.227,2044.834,,,,,2018-06-15 17:42:36.436
14.566894,-135,1915,-3,232,553,-325,11300.304,3627.034,-11101.66,2082.383,,,,,2018-06-15 17:42:36.456
14.586883,-88,1904,-114,236,561,-281,11314.183,3713.767,-11049.133,2132.907,,,,,2018-06-15 17:42:36.476
14.606872,-136,1916,-101,273,543,-184,11334.347,3781.525,-10993.092,2195.448,,,,,2018-06-15 17:42:36.496
14.626892,-144,1982,-229,349,518,-70,11360.602,3829.271,-10935.101,2265.48,356,146,227,,2018-06-15 17:42:36.516
14.64685,-287,2066,-279,416,455,25,11395.14,3861.49,-10872.315,2338.348,,,,,2018-06-15 17:42:36.536
14.66687,-276,2198,-128,456,388,57,11438.918,3881.419,-10805.485,2400.556,,,,,2018-06-15 17:42:36.556
14.686828,-290,2255,-127,510,296,36,11484.054,3897.936,-10740.086,2451.239,,,,,2018-06-15 17:42:36.576
14.706817,-227,2199,-157,475,238,-4,11527.154,3913.755,-10679.871,2486.567,,,,,2018-06-15 17:42:36.596
14.726837,-162,2078,-310,412,163,-57,11567.891,3926.968,-10625.231,2510.521,340,147,228,,2018-06-15 17:42:36.616
14.746826,-108,2009,-332,373,103,-68,11608.75,3930.807,-10574.28,2530.953,,,,,2018-06-15 17:42:36.636
14.766876,-103,2058,-321,377,77,-19,11649.902,3920.872,-10525.678,2559.704,,,,,2018-06-15 17:42:36.656
14.786804,-190,2140,-240,397,62,81,11687.727,3899.366,-10481.222,2602.191,,,,,2018-06-15 17:42:36.676
14.806793,-241,2209,-163,381,64,183,11715.328,3875.335,-10445.662,2656.395,,,,,2018-06-15 17:42:36.696
14.826782,-189,2243,-114,318,121,256,11729.702,3857.243,-10419.871,2719.829,346,151,220,39722,2018-06-15 17:42:36.716
14.846771,-83,2281,-176,236,185,290,11730.797,3844.129,-10404.591,2791.233,,,,,2018-06-15 17:42:36.736
14.86676,-97,2267,-115,145,243,326,11722.563,3832.972,-10397.574,2866.309,,,,,2018-06-15 17:42:36.756
14.886749,-126,2103,-214,91,246,350,11708.09,3821.962,-10397.885,2938.137,,,,,2018-06-15 17:42:36.776
14.906738,-126,2082,-290,34,233,337,11691.126,3813.617,-10402.349,3000.076,,,,,2018-06-15 17:42:36.796
14.926727,-91,2183,-187,3,201,286,11677.263,3807.501,-10405.219,3051.442,340,149,207,,2018-06-15 17:42:36.816
14.946716,-91,2216,-184,2,157,225,11662.766,3804.56,-10409.835,3094.508,,,,,2018-06-15 17:42:36.836
14.966705,-102,2250,-168,-25,155,190,11645.877,3805.783,-10416.726,3133.181,,,,,2018-06-15 17:42:36.856
14.986694,-163,2225,-160,-53,178,170,11624.953,3815.253,-10423.895,3175.242,,,,,2018-06-15 17:42:36.876
15.006683,-106,2223,-102,-65,235,163,11600.034,3835.32,-10429.656,3222.924,,,,,2018-06-15 17:42:36.896
15.026672,-76,2259,-94,-72,301,143,11569.62,3865.994,-10433,3284.192,352,149,189,,2018-06-15 17:42:36.916
15.046692,-23,2237,-161,-74,417,174,11534.46,3909.47,-10432.266,3357.903,,,,,2018-06-15 17:42:36.936
15.066681,25,2202,-135,-79,524,190,11495.424,3959.412,-10427.788,3446.005,,,,,2018-06-15 17:42:36.956
15.08667,73,2079,-204,-50,603,213,11455.307,4014.365,-10416.574,3548.411,,,,,2018-06-15 17:42:36.976
15.106659,120,2007,-226,-5,688,236,11419.779,4069.392,-10396.759,3656.71,,,,,2018-06-15 17:42:36.996
15.126648,170,1938,-231,55,707,240,11389.962,4125.102,-10366.941,3770.181,347,157,205,,2018-06-15 17:42:37.016
15.146637,42,1955,-230,112,707,229,11366.573,4179.505,-10330.045,3880.508,,,,,2018-06-15 17:42:37.036
15.166626,30,2072,-145,159,681,190,11351.551,4231.821,-10288.102,3977.987,,,,,2018-06-15 17:42:37.056
15.186615,17,2260,-32,190,623,124,11342.717,4281.646,-10247.052,4055.073,,,,,2018-06-15 17:42:37.076
15.206604,-10,2339,-13,172,520,44,11333.331,4333.53,-10212.976,4111.773,,,,,2018-06-15 17:42:37.096
15.226593,-33,2269,-32,90,445,-31,11321.55,4389.019,-10186.568,4150.696,353,153,215,,2018-06-15 17:42:37.116
15.246582,-24,2120,-39,24,402,-93,11308.032,4447.263,-10166.065,4175.74,,,,,2018-06-15 17:42:37.136
15.266601,-8,1977,-182,-21,355,-140,11293.942,4505.859,-10149.048,4192.417,,,,,2018-06-15 17:42:37.156
15.28656,-63,1918,-291,-54,325,-161,11282.672,4561.253,-10131.253,4205.879,,,,,2018-06-15 17:42:37.176
15.306549,-72,1946,-281,-12,297,-162,11278.899,4612.085,-10106.2,4220.813,,,,,2018-06-15 17:42:37.196
15.326568,-36,1991,-207,53,302,-152,11282.178,4658.482,-10071.475,4244.034,346,163,222,39718,2018-06-15 17:42:37.216
15.346527,-97,2035,-201,148,330,-127,11287.312,4704.527,-10030.513,4276.475,,,,,2018-06-15 17:42:37.236
15.366516,-58,2077,-105,165,353,-106,11289.326,4752.838,-9988.9,4314.97,,,,,2018-06-15 17:42:37.256
15.386536,-94,2058,-94,152,402,-86,11282.572,4807.154,-9950.964,4359.883,,,,,2018-06-15 17:42:37.276
15.406525,-154,1999,-65,99,458,-60,11266.446,4867.18,-9919.059,4407.431,,,,,2018-06-15 17:42:37.296
15.426514,-142,2047,-115,34,499,-49,11240.413,4936.309,-9891.145,4459.444,341,158,222,,2018-06-15 17:42:37.316
15.446503,-97,2058,-57,-15,566,-44,11209.513,5010.543,-9862.968,4516.477,,,,,2018-06-15 17:42:37.336
15.466492,-134,1978,-56,-6,599,-33,11176.313,5085.711,-9834.099,4577.281,,,,,2018-06-15 17:42:37.355
15.486481,-119,1982,-68,-7,609,-11,11140.367,5163.202,-9805.958,4638.122,,,,,2018-06-15 17:42:37.375
15.50647,-165,2051,-18,-34,610,-30,11104.019,5240.984,-9778.317,4696.04,,,,,2018-06-15 17:42:37.395
15.526459,-189,2141,92,-35,618,-37,11064.715,5322.569,-9750.347,4754.839,326,151,222,,2018-06-15 17:42:37.415
15.546448,-232,2099,119,-52,627,-47,11023.849,5409.541,-9720.248,4812.881,,,,,2018-06-15 17:42:37.435
15.566437,-160,2001,9,-48,669,-71,10986.339,5497.489,-9687.089,4865.562,,,,,2018-06-15 17:42:37.455
15.586426,5,1931,-105,-20,624,-109,10956.182,5578.143,-9649.366,4916.457,,,,,2018-06-15 17:42:37.475
15.606415,113,1897,-155,27,605,-95,10931.903,5646.943,-9607.094,4974.405,,,,,2018-06-15 17:42:37.495
15.626434,-38,1965,-212,108,544,-42,10914.496,5700.158,-9560.936,5040.425,328,162,231,,2018-06-15 17:42:37.515
15.646393,-96,2147,-153,176,531,22,10906.601,5740.65,-9510.376,5106.775,,,,,2018-06-15 17:42:37.535
15.666382,-99,2221,-130,258,463,24,10908.914,5772.541,-9454.178,5169.846,,,,,2018-06-15 17:42:37.555
15.686401,-27,2248,-77,302,413,7,10915.424,5798.042,-9398.694,5228.404,,,,,2018-06-15 17:42:37.575
15.70639,42,2157,-207,304,367,12,10920.92,5818.687,-9344.627,5290.535,,,,,2018-06-15 17:42:37.595
15.726379,37,1985,-357,322,368,56,10930.474,5828.234,-9287.83,5359.856,322,158,236,,2018-06-15 17:42:37.615
15.746368,-43,1862,-448,398,342,108,10948.077,5825.673,-9225.535,5433.791,,,,,2018-06-15 17:42:37.635
15.766357,-31,1941,-405,473,299,126,10975.997,5813.35,-9156.41,5507.089,,,,,2018-06-15 17:42:37.655
15.786346,50,2200,-285,544,247,115,11011.521,5792.184,-9088.936,5569.89,,,,,2018-06-15 17:42:37.675
15.806335,-61,2375,-269,517,152,89,11041.712,5773.981,-9032.127,5621.196,,,,,2018-06-15 17:42:37.695
15.826324,-78,2342,-413,419,128,51,11066.802,5764.164,-8980.833,5663.954,316,152,233,39714,2018-06-15 17:42:37.715
15.846313,-71,2385,-416,367,165,27,11089.189,5760.571,-8926.138,5710.096,,,,,2018-06-15 17:42:37.735
15.866302,-18,2269,-506,373,213,20,11110.323,5760.946,-8869.62,5756.517,,,,,2018-06-15 17:42:37.755
15.886291,-81,2137,-452,371,238,18,11129.04,5762.519,-8816.075,5800.87,,,,,2018-06-15 17:42:37.775
15.90628,-26,2099,-533,347,196,8,11146.816,5765.472,-8763.707,5843.003,,,,,2018-06-15 17:42:37.795
15.926269,-43,2141,-581,315,220,4,11158.89,5773.097,-8710.627,5891.598,325,157,221,,2018-06-15 17:42:37.815
15.946258,-26,1994,-434,309,276,31,11163.845,5784.578,-8659.258,5946.418,,,,,2018-06-15 17:42:37.835
15.966247,-45,2083,-540,299,336,75,11160.617,5805.127,-8609.874,6003.884,,,,,2018-06-15 17:42:37.855
15.986297,-120,2135,-498,225,368,59,11152.9,5834.128,-8560.168,6060.916,,,,,2018-06-15 17:42:37.875
16.006256,-127,2093,-477,212,422,30,11143.258,5873.243,-8507.709,6114.501,,,,,2018-06-15 17:42:37.895
16.026245,-104,2023,-351,196,447,-19,11131.961,5919.194,-8457.236,6160.614,328,147,214,,2018-06-15 17:42:37.915
16.046234,-128,2070,-346,135,448,-48,11112.662,5974.55,-8416.687,6197.443,,,,,2018-06-15 17:42:37.935
16.066223,-135,2101,-242,11,447,-86,11084.549,6040.577,-8389.701,6220.334,,,,,2018-06-15 17:42:37.955
16.086212,-203,2158,-190,-112,434,-120,11047.77,6118.658,-8371.406,6234.083,,,,,2018-06-15 17:42:37.975
16.106201,-280,2179,-218,-200,477,-152,11006.052,6209.14,-8353.561,6242.343,,,,,2018-06-15 17:42:37.995
16.12619,-250,2095,-191,-226,518,-203,10965.534,6309.21,-8324.876,6251.624,317,163,213,,2018-06-15 17:42:38.015
16.146179,-176,1943,-228,-164,583,-245,10930.207,6410.98,-8279.669,6269.961,,,,,2018-06-15 17:42:38.035
16.166168,-109,1795,-242,-80,624,-246,10896.425,6503.906,-8231.801,6296.032,,,,,2018-06-15 17:42:38.055
16.186157,-71,1777,-277,-49,612,-177,10859.636,6585.7,-8192.633,6325.588,,,,,2018-06-15 17:42:38.075
16.206146,-140,1968,-217,-73,536,-119,10825.376,6651.829,-8162.235,6354.347,,,,,2018-06-15 17:42:38.095
16.226135,-289,2154,-74,-52,446,-62,10792.612,6707.7,-8138.01,6382.359,317,141,213,,2018-06-15 17:42:38.115
16.246155,-295,2311,-94,-60,405,-39,10759.711,6763.835,-8115.284,6407.553,,,,,2018-06-15 17:42:38.135
16.266113,-272,2177,-167,-41,423,-55,10731.903,6820.48,-8075.41,6444.415,,,,,2018-06-15 17:42:38.155
16.286102,-142,1968,-254,97,499,-62,10711.937,6872.789,-8019.383,6491.85,,,,,2018-06-15 17:42:38.175
16.306122,-77,1826,-448,183,514,-64,10694.89,6919.06,-7958.413,6545.611,,,,,2018-06-15 17:42:38.195
16.32608,-118,1863,-474,222,491,-30,10683.417,6952.179,-7895.041,6605.722,303,149,235,39706,2018-06-15 17:42:38.215
16.346069,-191,2050,-444,297,448,11,10679.024,6971.761,-7831.501,6667.534,,,,,2018-06-15 17:42:38.235
16.366058,-190,2228,-475,340,375,28,10680.319,6983.537,-7766.307,6729.108,,,,,2018-06-15 17:42:38.255
16.386078,-166,2194,-564,387,355,25,10686.979,6982.962,-7697.123,6798.267,,,,,2018-06-15 17:42:38.275
16.406067,-98,2091,-646,490,335,75,10700.64,6971.179,-7617.614,6877.96,,,,,2018-06-15 17:42:38.295
16.426056,-81,2180,-669,577,334,103,10715.289,6953.674,-7537.294,6960.864,303,149,240,,2018-06-15 17:42:38.315
16.446045,-46,2353,-716,558,306,97,10726.898,6932.737,-7469.325,7036.72,,,,,2018-06-15 17:42:38.335
16.466034,-146,2267,-721,470,266,125,10731.046,6910.484,-7417.043,7107.233,,,,,2018-06-15 17:42:38.355
16.486023,-165,2205,-686,402,225,157,10738.097,6888.099,-7363.263,7173.921,,,,,2018-06-15 17:42:38.375
16.506012,-142,2144,-734,457,192,163,10747.897,6865.903,-7304.068,7240.725,,,,,2018-06-15 17:42:38.395
16.526001,-135,1934,-706,457,229,112,10757.216,6842.711,-7244.49,7308.378,300,143,248,,2018-06-15 17:42:38.415
16.54599,-139,1939,-692,427,214,135,10757.789,6827.865,-7200.21,7364.961,,,,,2018-06-15 17:42:38.435
16.565979,-106,2028,-594,271,198,150,10744.565,6823.099,-7182.043,7406.303,,,,,2018-06-15 17:42:38.455
16.585968,-172,2159,-488,55,159,152,10714.936,6836.886,-7187.54,7431.138,,,,,2018-06-15 17:42:38.475
16.605957,-234,2246,-460,-143,178,145,10669.053,6870.816,-7206.394,7447.583,,,,,2018-06-15 17:42:38.495
16.625946,-175,2212,-421,-281,242,128,10615.057,6918.494,-7228.582,7459.091,295,148,215,,2018-06-15 17:42:38.515
16.645935,-145,2056,-382,-321,298,99,10556.961,6979.965,-7246.756,7466.633,,,,,2018-06-15 17:42:38.535
16.665954,-137,1903,-330,-366,361,39,10495.836,7052.054,-7261.21,7471.024,,,,,2018-06-15 17:42:38.555
16.685913,-85,1844,-345,-390,397,15,10432.705,7129.631,-7276.756,7470.694,,,,,2018-06-15 17:42:38.575
16.705932,-89,1881,-362,-443,390,-4,10367.534,7207.495,-7302.765,7461.32,,,,,2018-06-15 17:42:38.595
16.725921,-129,1842,-281,-515,327,-15,10306.198,7279.003,-7339.026,7441.271,295,153,215,,2018-06-15 17:42:38.615
16.745911,-118,1932,-203,-513,254,-24,10250.847,7343.727,-7375.011,7418.521,,,,,2018-06-15 17:42:38.635
16.7659,-101,1985,-223,-482,202,-2,10199.599,7401.034,-7411.56,7395.747,,,,,2018-06-15 17:42:38.655
16.785889,-89,1890,-199,-458,184,-36,10154.375,7450.63,-7448.499,7371.03,,,,,2018-06-15 17:42:38.675
16.805878,-188,1955,-253,-421,124,-15,10114.595,7495.503,-7484.168,7344.048,,,,,2018-06-15 17:42:38.695
16.825867,-258,1894,-278,-399,82,-22,10083.414,7533.828,-7516.222,7314.919,299,152,242,39728,2018-06-15 17:42:38.715
16.845856,-299,1932,-342,-347,52,-63,10062.992,7569.58,-7536.272,7285.443,,,,,2018-06-15 17:42:38.735
16.865845,-238,1872,-506,-259,32,-107,10054.094,7598.718,-7544.006,7259.344,,,,,2018-06-15 17:42:38.755
16.885864,-246,1885,-582,-165,50,-136,10053.674,7620.535,-7536.579,7244.756,,,,,2018-06-15 17:42:38.775
16.905853,-204,1991,-593,-30,61,-126,10061.73,7630.673,-7517.566,7242.653,,,,,2018-06-15 17:42:38.795
16.925812,-259,2189,-476,77,55,-95,10073.03,7630.946,-7494.691,7250.363,299,154,247,,2018-06-15 17:42:38.815
16.945801,-284,2314,-490,141,45,-53,10084,7623.491,-7473.747,7264.561,,,,,2018-06-15 17:42:38.835
16.96582,-280,2270,-538,159,35,-3,10092.297,7612.592,-7452.979,7285.775,,,,,2018-06-15 17:42:38.855
16.985779,-134,2107,-657,185,60,38,10097.618,7596.349,-7432.264,7316.451,,,,,2018-06-15 17:42:38.875
17.005768,-85,1949,-743,207,57,100,10099.929,7568.729,-7416.992,7357.27,,,,,2018-06-15 17:42:38.895
17.025757,-120,1963,-708,238,36,200,10095.643,7531.283,-7405.448,7412.998,288,155,264,,2018-06-15 17:42:38.915
17.045776,-153,2063,-577,262,75,302,10081.223,7491.461,-7396.649,7481.442,,,,,2018-06-15 17:42:38.935
17.065765,-145,2139,-490,257,119,376,10056.626,7454.461,-7394.599,7553.186,,,,,2018-06-15 17:42:38.955
17.085754,-92,2152,-469,189,135,410,10021.714,7427.052,-7400.521,7620.49,,,,,2018-06-15 17:42:38.975
17.105743,-18,2101,-447,97,167,405,9975.508,7411.533,-7414.033,7682.835,,,,,2018-06-15 17:42:38.995
17.125732,7,2088,-425,-4,202,412,9918.787,7405.277,-7435.719,7741.126,295,148,253,,2018-06-15 17:42:39.015
17.145721,24,2011,-377,-92,239,423,9851.125,7408.518,-7463.231,7797.745,,,,,2018-06-15 17:42:39.035
17.16571,75,1914,-462,-158,277,436,9775.678,7419.137,-7494.264,7852.64,,,,,2018-06-15 17:42:39.055
17.185699,77,1894,-437,-211,299,435,9699.299,7433.205,-7526.933,7902.644,,,,,2018-06-15 17:42:39.075
17.20578,100,1981,-416,-230,283,405,9627.744,7447.273,-7559.373,7945.816,,,,,2018-06-15 17:42:39.095
17.225677,75,2035,-403,-234,244,365,9563.039,7459.99,-7592.855,7980.026,306,162,249,,2018-06-15 17:42:39.115
17.245697,91,2070,-435,-227,180,312,9511.11,7471.446,-7623.25,8002.36,,,,,2018-06-15 17:42:39.135
17.265686,113,2057,-460,-210,118,240,9471.418,7476.597,-7653.125,8016.098,,,,,2018-06-15 17:42:39.155
17.285644,64,1999,-496,-173,50,190,9446.011,7475.489,-7680.146,8021.267,,,,,2018-06-15 17:42:39.175
17.305664,41,1919,-552,-131,-32,132,9437.102,7464.448,-7706.09,8017.152,,,,,2018-06-15 17:42:39.195
17.325653,49,1926,-549,-76,-127,78,9443.738,7443.33,-7727.665,8008.2,311,159,270,39706,2018-06-15 17:42:39.215
17.345611,61,2071,-478,-7,-198,46,9461.799,7413.07,-7746.857,7996.398,,,,,2018-06-15 17:42:39.235
17.3656,-37,2234,-384,41,-250,28,9486.645,7377.553,-7767.16,7980.096,,,,,2018-06-15 17:42:39.255
17.38562,-104,2274,-395,43,-301,9,9514.935,7343.139,-7791.203,7954.678,,,,,2018-06-15 17:42:39.275
17.405609,-58,2161,-489,10,-322,-24,9544.142,7313.51,-7814.488,7924.086,,,,,2018-06-15 17:42:39.295
17.425598,55,1971,-549,1,-320,-54,9574.414,7282.393,-7836.295,7894.634,328,176,263,,2018-06-15 17:42:39.315
17.445587,151,1873,-621,17,-326,-40,9603.033,7243.945,-7860.97,7870.68,,,,,2018-06-15 17:42:39.335
17.465576,113,1989,-585,38,-336,28,9625.329,7197.807,-7889.759,7856.955,,,,,2018-06-15 17:42:39.355
17.485596,37,2151,-493,47,-322,112,9642.638,7149.423,-7920.934,7848.536,,,,,2018-06-15 17:42:39.375
17.505554,66,2145,-427,34,-308,125,9655.237,7107.413,-7951.215,7840.579,,,,,2018-06-15 17:42:39.395
17.525543,54,2028,-394,11,-238,97,9661.712,7079.439,-7975.147,7833.602,326,175,267,,2018-06-15 17:42:39.415
17.545532,110,1929,-462,-23,-157,71,9660.53,7067.329,-7993.055,7827.74,,,,,2018-06-15 17:42:39.435
17.565521,104,1876,-453,-66,-77,29,9654.935,7067.953,-8004.908,7821.966,,,,,2018-06-15 17:42:39.455
17.58551,82,1955,-346,-95,-10,-8,9647.009,7082.254,-8011.781,7811.766,,,,,2018-06-15 17:42:39.475
17.60553,116,2063,-283,-130,30,-68,9638.143,7109.712,-8015.621,7793.809,,,,,2018-06-15 17:42:39.495
17.625519,198,2127,-312,-177,65,-138,9623.553,7144.058,-8023.361,7772.436,331,172,257,,2018-06-15 17:42:39.515
17.645508,119,2084,-274,-238,74,-110,9601.738,7178.963,-8037.838,7752.271,,,,,2018-06-15 17:42:39.535
17.665497,159,2061,-228,-258,77,-60,9576.761,7210.802,-8058.33,7732.317,,,,,2018-06-15 17:42:39.554
